Time,controller_network_latency.mean {controllerid: 2828},controller_network_latency.mean {controllerid: 2830},controller_network_latency.mean {controllerid: 2831},controller_network_latency.mean {controllerid: 2832},controller_network_latency.mean {controllerid: 2833},controller_network_latency.mean {controllerid: 2834},controller_network_latency.mean {controllerid: 2835},controller_network_latency.mean {controllerid: 2836},controller_network_latency.mean {controllerid: 2837},controller_network_latency.mean {controllerid: 2838},controller_network_latency.mean {controllerid: 2839},controller_network_latency.mean {controllerid: 2840},controller_network_latency.mean {controllerid: 2841},controller_network_latency.mean {controllerid: 2842},controller_network_latency.mean {controllerid: 2843},controller_network_latency.mean {controllerid: 2844},controller_network_latency.mean {controllerid: 2845},controller_network_latency.mean {controllerid: 2846},controller_network_latency.mean {controllerid: 2847},controller_network_latency.mean {controllerid: 2848},controller_network_latency.mean {controllerid: 2849},controller_network_latency.mean {controllerid: 2850},controller_network_latency.mean {controllerid: 2851},controller_network_latency.mean {controllerid: 2852},controller_network_latency.mean {controllerid: 2853},controller_network_latency.mean {controllerid: 2854},controller_network_latency.mean {controllerid: 2855},controller_network_latency.mean {controllerid: 2856},controller_network_latency.mean {controllerid: 2857},controller_network_latency.mean {controllerid: 2858},controller_network_latency.mean {controllerid: 2859},controller_network_latency.mean {controllerid: 2860},controller_network_latency.mean {controllerid: 2861},controller_network_latency.mean {controllerid: 4416},controller_network_latency.mean {controllerid: 8083},controller_network_latency.mean {controllerid: 8084}
1633572780000,,,7.05,7.203,,6.823,17.14,7.195,8.316,8.301,7.333,,8.656,7.555,9.027,6.596,7.405,17.901,29.216,8.374,,17.478,8.213,8.019,6.996,6.676,,8.573,17.991,7.792,16.098,7.012,7.908,4.957,5.813,6.764
1633572840000,6.461,5.441,9.608,,10.312,7.074,15.968,7.514,,,8.099,,,,7.846,,7.913,50.785,27.704,8.073,6.254,7.722,8.713,18.677,18.139,7.891,7.328,9.272,6.683,5.707,8.07,6.722,9.538,5.141,,6.108
1633572900000,17.396,5.451,18.313,8.005,7.915,6.79,,6.617,8.079,7.886,7.336,,8.001,21.857,8.074,7.435,7.878,7.056,,,7.975,7.28,,16.696,18.527,8.034,8.051,8.307,,,18.602,,7.713,6.357,5.019,
1633572960000,6.338,6.383,,5.75,5.87,,5.528,,17.628,9.079,6.628,,6.743,6.746,,8.063,,,22.262,6.968,8.136,,19.848,,16.056,,8.438,8.099,19.045,19.197,17.718,6.173,,6.096,5.584,4.395
1633573020000,7.768,5.151,7.774,7.586,7.244,8.372,16.172,7.296,8.248,20.59,,,8.007,7.923,7.787,7.598,9.068,7.225,23.646,17.578,17.157,9.082,9.453,7.444,,7.997,6.799,,7.895,6.138,,8.003,8.169,5.034,5.356,5.072
1633573080000,,5.687,7.458,7.195,,10.407,7.225,7.932,6.643,8.347,7.319,,17.808,9.806,8.257,7.413,7.178,7.976,24.824,7.739,,19.517,7.606,7.907,7.18,7.226,,10.158,7.116,7.078,7.943,7.211,8.252,,4.389,5.007
1633573140000,6.925,,6.983,,31.182,7.441,6.777,7.313,,,7.48,,,,8.413,,7.685,6.882,31.239,8.479,7.682,6.858,7.211,8.362,8.108,7.026,7.411,8.956,7.46,7.769,6.457,9.852,6.778,5.746,5.635,5.45
1633573200000,17.584,4.91,5.62,6.974,7.243,5.634,,15.775,9.684,8.157,6.467,,6.715,6.645,7.388,7.051,14.013,17.331,,,6.559,18.95,,16.621,7.057,7.338,7.391,7.966,,,17.455,,6.951,5.21,,
1633573260000,8.336,6.021,,8.276,6.723,,18.551,,8.371,8.207,,,8.996,7.195,,7.167,,,22.232,7.013,7.947,,18.883,,17.026,,7.452,7.712,25.946,18.518,6.245,6.818,,6.442,4.974,3.939
1633573320000,26.23,5.741,7.12,6.73,7.775,6.775,6.085,8.147,6.049,10.061,7.257,,7.641,8.24,20.123,6.614,7.358,7.214,42.149,7.717,7.613,18.733,9.6,7.592,,19.247,7.14,,7.678,8.482,,8.161,8.267,5.056,4.902,6.831
1633573380000,,4.458,18.083,6.383,,8.41,6.611,5.447,18.163,8.71,6.275,,8.157,7.234,7.588,17.723,7.686,6.443,25.537,6.912,,6.136,8.542,7.08,6.97,6.163,,7.524,7.738,7.282,5.908,6.876,7,4.955,5.717,3.698
1633573440000,6.127,,7.794,,6.798,7.476,5.578,9.529,,,8.693,,,31.867,18.543,,7.359,8.203,,6.554,8.32,9.473,7.051,8.306,18.46,7.353,6.707,10.355,,18.227,7.254,8.659,8.409,,6.195,6.39
1633573500000,7.728,6.307,8.504,5.969,7.15,,,7.116,8.857,8.297,18.505,,18.788,,16.785,7.184,7.283,18.177,21.979,,7.476,6.37,,7.126,7.322,7.392,8.709,7.964,7.76,,7.88,,6.67,4.272,,5.544
1633573560000,8.192,5.526,6.51,20.679,5.665,7.635,6.528,,7.052,10.129,,,18.909,6.975,,8.406,,,32.751,7.627,8.274,,19.846,,8.413,,6.835,7.965,17.001,18.154,8.074,6.285,,3.759,6.008,
1633573620000,7.174,5.312,,5.652,6.778,7.681,6.444,7.66,18.617,7.995,6.875,,5.748,7.541,6.6,6.932,5.919,6.697,18.829,19.541,7.099,8.038,9.268,16.926,,7.127,7.748,,28.412,7.324,,6.213,7.453,4.528,5.904,5.235
1633573680000,,5.232,18.927,7.318,,6.579,6.574,7.821,19.086,18.928,18.894,,7.379,7.609,7.054,19.057,9.336,6.673,16.773,6.214,,6.56,8.799,6.552,7.115,5.983,,8.186,6.489,8.258,8.814,7.563,8.856,4.946,6.164,6.2
1633573740000,7.775,5.454,9.333,,8.012,7.034,7.015,7.776,,,7.038,,,18.809,7.75,,6.851,8.482,,,7.191,7.65,11.738,7.629,17.346,7.631,6.776,9.225,,8.088,5.931,,7.986,,6.632,4.799
1633573800000,6.88,,9.284,8.113,21.546,,,7.224,7.987,8.72,17.908,,7.994,,9.49,7.569,7.428,6.689,18.398,8.239,8.462,7.209,,7.435,6.836,7.893,7.317,8.97,6.674,,7.408,19.395,7.212,6.025,4.972,6.383
1633573860000,7.766,5.228,6.296,10.499,7.539,8.642,7.967,,8.66,9.034,,,7.135,7.017,,17.013,,,21.327,7.183,7.371,,9.458,,6.639,,8.487,7.469,7.739,8.542,7.175,7.016,,4.932,,4.08
1633573920000,,4.99,,6.538,,8.552,6.759,6.334,6.155,8.174,7.229,,6.427,19.659,17.091,7.083,7.397,7.388,22.036,8.476,17.492,7.811,7.433,7.477,,7.408,7.416,,6.335,8.219,,6.665,6.562,5.512,5.303,
1633573980000,8.254,3.71,18.24,10.779,7.696,6.151,7.263,5.976,7.558,9.002,6.598,,18.837,6.923,5.639,19.01,6.41,7.008,27.812,7.345,,6.059,7.086,8.218,8.193,9.096,,8.46,175.821,7.021,18.9,7.874,5.672,6.489,4.588,5.971
1633574040000,7.677,4.927,7.951,,17.031,8.879,7.428,7.757,,,5.658,,,8.237,6.889,,6.884,6.553,,,5.872,9.108,8.738,9.016,7.801,5.279,8.163,6.58,,7.99,7.438,,6.527,4.824,5.205,6.929
1633574100000,8.032,4.906,7.66,7.366,8.097,,,6.436,7.965,8.827,7.21,,9.739,,6.155,8.086,5.784,,19.732,7.486,6.341,17.829,,7.78,7.969,5.862,7.524,7.77,8.941,,7.658,5.662,,,5.698,5.277
1633574160000,7.475,,6.326,8.032,7.879,8.596,8.802,,7.893,7.807,,,7.756,9.036,,5.562,,17.781,19.205,17.79,8.329,,8.145,,7.229,,8.978,7.497,17.098,6.414,6.855,6.235,18.439,5.942,5.141,5.989
1633574220000,,4.631,,6.813,,7.361,7.629,27.308,7.777,10.019,7.584,,8.265,8.93,9.359,18.861,8.637,6.416,24.414,7.674,18.613,6.645,7.559,29.596,,8.093,7.511,,8.537,9.326,,6.257,17.248,4.829,,
1633574280000,6.739,5.004,18.833,7.586,16.553,7.95,7.777,8.741,,10.144,17.921,,7.794,8.004,6.476,16.547,8.091,6.989,24.915,8.132,,18.94,8.355,7.54,7.44,7.267,,7.782,6.832,7.711,6.512,6.278,8.139,6.535,6.658,4.731
1633574340000,9.466,5.651,7.281,,7.63,7.547,6.73,19.221,8.13,,7.587,,,7.806,7.873,,7.412,7.569,,,7.321,7.386,8.598,7.842,7.181,6.475,7.034,7.837,,6.724,8.758,,7.232,3.925,6.4,6.224
1633574400000,8.577,4.347,9.329,17.368,7.36,,,7.933,19.973,18.792,7.464,,6.043,,7.814,7.825,7.957,,30.478,7.814,5.519,8.643,,,8.197,7.637,8.172,8.817,7.376,,7.173,7.559,,5.469,5.028,5.052
1633574460000,7.468,,7.546,6.023,,7.394,7.312,,8.156,9.134,,,8.135,7.185,,17.253,,18.386,20.573,7.761,8.742,,19.478,7.282,6.096,,7.922,10.188,6.809,6.828,6.702,7.427,5.769,,4.672,6.885
1633574520000,,5.401,,20.093,17.429,8.711,18.672,8.482,8.07,7.212,7.91,,6.628,6.618,7.242,66.273,7.183,7.912,17.467,9.43,19.189,7.19,9.445,6.988,,6.777,7.962,,18.372,19.095,,8.267,8.76,5.732,,5.565
1633574580000,8.995,6.116,17.608,6.502,7.02,16.949,8.099,5.979,,5.706,8.224,,5.022,6.122,8.852,41.859,8.475,6.749,19.368,6.628,,9.105,9.13,8.851,18.74,7.648,,9.089,,7.707,7.706,5.66,4.952,5.28,5.159,
1633574640000,11.17,5.436,7.448,,18.49,6.702,5.674,6.509,6.32,,6.652,,,6.179,7.741,,7.552,7.182,,,18.658,8.404,8.268,6.708,5.712,7.663,7.004,9.767,6.797,6.109,7.079,,7.284,4.537,4.666,4.376
1633574700000,95.503,4.551,38.009,18.745,15.818,,,8.777,7.692,7.16,6.557,,6.43,,8.199,8.977,6.713,,18.691,7.947,7.147,6.974,,,17.547,6.883,6.954,7.662,22.94,,7.606,8.129,,4.594,5.189,5.399
1633574760000,5.174,5.879,5.183,7.585,,16.432,7.829,,18.771,9,,,7.814,7.329,,7.445,,6.682,19.741,8.507,6.838,,7.382,6.804,7.829,,9.229,7.477,7.101,5.492,7.062,6.784,6.209,6.076,5.606,4.327
1633574820000,,,,8.601,7.096,10.519,6.942,18.985,7.841,8.405,6.943,,6.575,6.629,8.708,6.712,6.686,6.841,28.695,7.724,19.001,17.563,10.985,6.085,,8.258,,,16.83,8.064,,9.165,6.943,,5.045,5.245
1633574880000,6.084,5.967,7.875,10.296,18.251,6.389,7.349,7.252,,7.139,5.845,,6.395,17.549,7.837,17.411,8.9,7.922,15.831,7.366,,9.2,8.062,7.666,6.413,6.267,7.316,8.222,,27.842,7.958,,8.248,5.237,,5.77
1633574940000,7.81,5.624,6.358,,6.999,,10.776,7.231,7.244,,6.423,,,7.221,7.33,,6.619,8.006,,,18.466,8.555,7.889,8.716,7.453,8.745,7.945,7.833,7.522,6.972,7.387,6.326,9.542,6.304,5.125,
1633575000000,6.423,6.295,7.243,8.907,7.52,19.857,,,7.494,9.964,8.085,,17.616,,7.393,10.051,8.289,,23.771,19.657,9.319,8.053,,,7.779,7.817,18.472,7.741,8.24,,6.825,8.506,,6.039,6.129,6.934
1633575060000,8.073,5.978,7.552,9.133,,16.255,8.24,6.94,18.01,9.864,,,6.223,9.009,,7.473,,8.891,22.907,9.477,7.544,,8.894,8.403,7.656,,8.782,7.675,21.696,7.868,6.582,7.535,7.291,5.25,6.128,5.689
1633575120000,,6.217,,6.775,8.19,8.037,6.093,7.492,8.304,8.836,5.633,,9.653,7.001,7.471,8.701,7.764,9.567,16.863,7.685,20.266,7.411,9.433,6.669,,8.008,,,7.16,7.748,,9.488,7.638,,6.046,6.143
1633575180000,8.164,,6.892,,6.955,9.259,6.085,18.929,,7.869,7.02,,8.245,7.559,7.278,20.054,6.414,7.987,16.244,6.967,,8.841,10.048,7.047,17.844,7.368,8.057,7.208,,7.459,18.636,,6.552,6.23,5.985,6.188
1633575240000,7.947,4.389,17.291,8.93,7.555,,,18.088,8.531,,8.46,,,9.374,7.608,,8.806,7.839,,,7.066,7.462,21.272,7.934,7.687,8.244,8.616,8.62,27.759,7.743,6.483,16.723,9.1,5.173,,
1633575300000,6.28,5.617,12.138,7.513,,7.414,7.738,,6.294,17.44,,,7.442,8.036,6.909,6.442,9.034,,30.539,18.052,6.838,19.884,,,6.013,6.71,6.901,9.73,6.592,,9.742,5.563,,4.9,3.628,4.874
1633575360000,6.83,5.076,6.781,6.776,7.886,5.91,7.986,19.594,6.528,7.697,7.704,,16.521,,,6.348,,18.229,20.642,7.024,6.838,,7.264,7.277,7.895,,7.43,7.565,8.231,8.709,7.098,7.166,6.641,5.366,5.166,5.989
1633575420000,,5.585,,7.006,6.97,9.091,7.252,17.678,8.349,9.027,7.334,,10.26,7.099,8.17,7.552,8.961,11.818,16.919,7.697,8.943,17.699,9.334,7.851,,5.689,,,17.515,7.589,,7.747,8.934,6.26,6.17,5.705
1633575480000,7.049,,11.946,,8.007,8.222,6.265,17.609,,9.63,7.402,,8.849,8.054,5.636,19.532,6.995,10.545,17.883,19.821,,8.637,8.636,7.114,21.141,7.172,18.382,8.433,,8.455,5.276,,7.67,,6.028,6.036
1633575540000,7.746,5.2,7.249,7.123,6.434,,,8.355,8.374,,6.972,,,19.626,6.715,,6.629,7.806,,,19.211,7.892,9.091,6.917,9.691,8.065,6.975,9.224,16.666,9.183,18.807,7.455,,6.765,5.076,5.918
1633575600000,8.224,6.032,7.131,36.98,,6.53,11.249,,18.726,9.811,,,20.014,11.077,8.079,7.912,,,32.432,7.716,18.07,17.451,,,7.7,7.102,7.58,7.772,6.916,,7.439,6.653,7.81,5.685,,
1633575660000,7.165,4.839,7.476,7.366,8.719,9.194,7.061,13.552,7.904,9.132,6.292,,7.844,,,20.539,6.865,6.599,18.154,8.011,8.013,,8.178,7.473,6.776,,6.761,8.508,8.42,7.413,6.693,7.195,8.544,6.58,5.819,6.886
1633575720000,,6.268,,20.486,19.289,18.179,10.048,18.548,17.933,10.315,7.381,,7.355,7.641,7.539,8.339,7.693,6.84,18.862,8.025,8.248,8.268,9.596,8.165,,7.595,,,,5.947,,20.5,7.57,6.14,5.528,5.103
1633575780000,7.035,4.776,8.174,,8.358,7.532,7.435,7.076,,7.19,7.654,,6.909,18.14,18.422,6.108,9.484,6.498,27.083,7.603,,19.075,8.424,9.448,16.71,7.002,16.96,7.493,5.501,7.38,5.727,,8.784,4.804,6.843,5.415
1633575840000,8.2,,17.57,7.307,8.254,,,9.109,6.765,,8.59,,,8.592,7.947,,23.424,8.929,,,6.605,19.111,8.49,16.933,7.244,7.253,18.525,9.009,17.897,,17.306,17.732,,,6.006,4.394
1633575900000,7.41,5.162,8.345,6.798,,6.839,7.065,,6.71,7.146,,,6.802,7.522,6.774,6.938,,,15.765,6.928,17.783,18.3,,,7.867,7.36,7.113,7.64,6.482,8.062,6.908,5.85,8.079,4.937,,6.019
1633575960000,,6.091,7.673,7.152,6.344,7.743,7.81,7.728,8.097,9.088,5.6,,7.463,,,7.643,6.957,6.755,18.368,7.505,7.135,,19.536,8.059,,,7.574,7.055,6.666,7.912,,5.866,7.841,4.969,5.905,
1633576020000,4.913,4.096,,7.308,7.491,6.112,6.719,5.439,20.734,9.876,6.48,,8.869,6.761,7.09,7.769,7.885,21.52,22.714,6.278,,6.918,8.059,5.697,6.051,18.737,,,,18.48,6.224,9.185,16.21,4.312,3.807,5.045
1633576080000,6.984,5.584,8.628,,7.43,7.059,7.663,5.564,,8.184,7.917,,8.282,7.388,7.077,7.249,7.688,6.671,36.93,,7.278,18.607,7.644,8.092,9.516,7.787,18.265,8.127,6.101,6.69,7.511,,7.602,5.756,5.876,6.233
1633576140000,7.147,4.072,7.057,5.615,,,,65.064,8.374,,7.41,,,9.037,7.29,,8.313,8.344,,7.76,7.474,8.17,9.693,,8.901,8.005,8.054,7.999,7.643,,7.281,6.678,,,4.302,5.181
1633576200000,6.993,,8.077,7.484,8.764,5.231,5.903,,7.519,11.235,,,8.362,8.072,29.988,16.501,,,111.895,17.774,7.718,7.695,,5.773,6.636,8.084,8.029,8.989,19.442,7.358,7.722,8.244,7.298,5.528,5.261,6.165
1633576260000,,4.625,7.79,7.726,7.213,8.156,7.98,7.808,20.503,8.901,7.882,,16.879,,,6.97,13.267,8.156,45.453,7.587,8.023,,23.008,6.921,7.649,,6.835,8.728,7.917,7.48,,7.213,7.147,5.739,,6.179
1633576320000,7.136,5.544,18.693,8.046,6.937,18.2,5.84,68.083,19.919,8.198,7.589,,7.737,6.118,8.55,17.592,8.1,7.79,28.45,7.015,,20.399,12.03,8.544,,8.59,,,,18.691,7.348,7.946,6.633,6.306,5.875,
1633576380000,7.823,5.236,,,8.312,6.747,7.319,6.958,,10.041,7.926,,8.021,10.873,6.94,8.329,7.65,6.787,17.067,,7.536,7.592,7.142,18.197,7.825,18.044,8.143,8.832,6.694,6.867,7.226,,5.595,4.944,5.657,4.601
1633576440000,6.079,5.654,6.395,6.801,,,,8.11,7.768,,7.76,,,7.487,17.968,,8.077,,,7.187,17.112,6.297,7.669,,7.978,7.205,7.068,10.836,7.276,,18.408,5.757,,5.73,5.576,5.121
1633576500000,7.136,,8.427,7.969,6.588,6.704,7.555,,6.817,7.229,,,7.493,17.635,7.352,7.782,,24.4,19.08,7.488,8.174,,,20.235,6.244,7.265,7.214,9.034,6.112,7.382,18.528,19.822,7.982,,5.222,6.06
1633576560000,,5.691,7.222,16.367,7.231,6.716,9.407,7.111,7.158,18.891,8.115,,7.196,20.791,,17.966,6.872,5.609,36.188,8.36,8.154,8.787,9.274,7.439,7.597,,8.566,8.773,,18.129,,10.029,19.1,5.75,5.937,6.462
1633576620000,7.698,5.816,19.336,7.713,7.146,8.529,7.942,7.111,,8.752,8.262,,6.763,,17.852,6.159,7.689,5.506,19.466,7.591,,8.675,8.568,7.565,,7.337,,,17.591,7.303,6.636,,8.412,5.971,,
1633576680000,7.6,5.862,,,8.456,7.887,7.088,9.783,19.847,8.306,8.091,,6.4,8.377,18.914,7.912,7.116,8.409,21.18,,18.056,8.658,11.076,7.858,17.759,7.886,7.003,9.506,8.254,7.023,6.446,7.335,6.482,5.831,4.057,5.914
1633576740000,6.669,6.039,6.879,7.856,,,,6.944,8.193,,8.259,,,8.408,7.635,,7.445,,,7.677,8.985,7.29,19.05,7.766,19.09,18.141,8.327,9.323,8.248,,7.425,7.523,,6.001,5.148,5.467
1633576800000,7.66,4.654,98.445,28.369,7.205,8.389,18.353,,6.048,8.488,,,8.471,8.423,6.168,6.837,,8.94,23.361,9.067,6.92,,,,8.112,,7.079,8.423,17.555,11.374,8.615,15.946,18.234,6.063,6.921,4.748
1633576860000,,,7.386,7.71,7.377,8.164,6.33,6.737,7.423,6.446,7.578,,9.347,7.336,,6.699,8.015,17.382,23.54,6.934,6.968,19.226,9.319,7.708,,8.357,,8.073,,7.503,,6.767,7.872,,6.27,7.351
1633576920000,7.104,5.729,7.303,7.073,8.013,9.725,8.55,8.032,,8.559,7.011,,7.549,,8.657,7.149,6.603,21.067,20.735,6.145,,18.314,10.346,8.703,17.985,6.696,8.017,,17.875,8.835,7.488,,9.275,5.804,,5.586
1633576980000,6.838,5.898,,,,8.281,8.801,7.17,28.266,8.346,7.905,,8.002,7.311,7.819,19.29,8.488,7.834,,,19.203,7.827,8.822,8.104,7.816,7.377,7.248,8.372,7.067,8.93,6.599,6.898,8.46,6.047,5.388,
1633577040000,7.326,6.291,7.707,6.768,9.142,,,8.739,7.852,,6.42,,,18.282,6.493,,7.83,,21.587,7.928,7.766,7.848,8.076,,6.515,8.126,7.781,8.264,19.068,,18.148,7.552,,6.13,6.753,6.677
1633577100000,7.548,4.683,19.406,19.443,7.277,8.223,7.003,,7.558,7.924,,,7.253,8.621,7.71,6.63,,6.293,14.71,6.869,8.104,,,9.666,7.199,,7.552,8.16,7.127,8.252,18.896,18.548,9.451,5.28,6.922,5.107
1633577160000,,5.976,22.314,17.715,19.623,7.405,6.39,7.841,8.292,8.74,8.148,,9.295,8.14,,7.338,6.553,6.827,22.336,7.468,7.586,7.602,7.85,7.695,,7.971,,,,7.009,,7.133,18.14,,5.627,6.84
1633577220000,7.893,,8.173,7.833,8.644,7.637,7.502,8.827,,10.196,7.008,,18.161,,7.72,7.06,7.686,8.929,18.408,7.15,,6.203,7.746,18.374,8.027,7.801,9.098,8.417,19.436,8.212,7.93,,7.319,6.158,6.474,4.823
1633577280000,6.996,5.699,,,,12.572,9.701,8.462,8.311,13.59,7.776,,7.931,8.325,18.838,19.175,8.406,9.402,,,8.313,8.292,8.662,7.573,8.34,8.2,10.161,7.721,7.138,,7.224,21.167,,6.293,,5.529
1633577340000,6.556,5.653,7.285,6.959,7.293,,,7.86,8.496,,18.056,,,8.945,7.057,,7.375,,20.911,7.527,13.168,7.055,,,6.476,7.553,8.453,8.467,8.086,8.734,19.121,19.805,7.46,5.602,5.362,
1633577400000,8.547,7.042,7.779,8.221,7.53,9.374,8.748,,18.453,8.504,,,6.768,8.518,8.395,8.063,,8.785,18.318,9.094,7.166,,8.8,8.334,6.305,,7.269,7.879,17.477,7.133,7.937,17.653,8.215,6.524,5.745,5.802
1633577460000,,5.619,7.266,6.286,8.926,7.627,8.277,7.192,7.273,8.618,7.939,,7.902,8.197,,7.577,7.553,8.438,19.787,7.951,6.655,7.914,8.415,7.508,,6.392,,,,18.251,,5.74,10.497,5.31,6.328,4.257
1633577520000,5.772,,8.556,8.125,7.594,6.097,6.541,6.767,,22.071,6.63,,6.18,,7.925,8.646,7.675,8.049,21.339,6.407,,7.781,9.944,8.154,18.526,7.772,6.206,7.356,7.743,18.968,7.731,,8.636,,5.573,5.808
1633577580000,7.484,5.755,,,,8.629,5.889,6.374,6.448,,6.047,,,7.77,7.101,7.851,7.572,7.784,,,7.46,7.062,10.872,7.908,5.781,7.084,9.208,6.216,6.656,,18.209,20.153,,6.166,6.058,5.701
1633577640000,6.84,6.146,16.453,7.83,19.358,,,6.437,8.177,31.772,7.137,,8.008,9.357,7.743,,8.17,,17.49,6.992,19.694,7.045,,,8.627,5.858,6.633,8.495,30.234,8.617,17.717,18.847,17.543,5.78,,
1633577700000,6.091,5.552,18.31,7.19,8.105,8.561,6.207,,19.08,9.014,,,7.022,12.029,7.231,8.031,,7.898,18.092,18.9,5.783,,18.758,7.429,6.957,,8.533,8.37,,8.222,8.406,7.952,7.399,4.916,5.29,6.132
1633577760000,,4.716,7.55,7.565,7.173,6.778,5.931,8.056,8.132,9.677,7.097,,19.344,8.585,,6.593,7.785,7.962,33.228,5.856,8.703,7.321,8.172,7.415,,6.807,,,7.769,7.831,,6.679,7.348,5.712,5.611,5.855
1633577820000,8.076,5.573,18.353,21.602,,6.802,7.679,12.129,,18.858,19.11,,19.116,,6.728,7.281,6.777,7.72,,8.205,,18.446,9.749,6.905,7.179,5.852,7.891,9.695,8.36,7.444,7.659,,7.205,6.546,6.772,5.559
1633577880000,5.71,,,,20.182,,6.752,,8.239,,8.087,,,7.344,8.412,6.703,7.77,7.828,,,7.36,8.359,13.095,8.09,7.625,7.218,7.177,9.537,18.33,,6.196,17.931,,,4.824,4.779
1633577940000,7.573,5.006,6.692,6.963,8.532,7.007,,,8.635,10.47,,,8.645,18.438,7.277,,6.929,,,7.001,9.115,8.821,,,7.181,16.405,7.361,8.375,17.137,7.927,8.293,7.137,6.811,5.687,,5.064
1633578000000,7.525,-1,8.99,5.039,8.829,7.844,7.587,,6.267,8.365,17.055,,8.072,5.858,7.091,6.765,,7.81,,5.669,7.471,,17.507,6.739,7.173,,17.01,7.792,,8.462,5.45,6.535,7.797,5.422,5.411,
1633578060000,,5.502,7.593,6.621,8.044,15.69,8.086,,7.899,8.712,8.736,,7.697,6.757,,7.658,6.725,6.593,,6.712,7.129,6.494,12.497,8.38,,6.665,,9.201,8.816,6.731,,,9.164,4.994,5.442,6.147
1633578120000,7.283,5.296,19.053,,,8.884,8.321,,,9.413,7.635,,6.501,6.563,7.626,8.62,7.618,9.358,,7.226,,7.564,8.79,7.343,17.816,6.402,6.32,,7.896,8.363,5.925,8.017,8.371,5.322,6.325,4.613
1633578180000,15.052,6.126,,8.079,7.543,,,7.15,6.693,,16.919,,,,19.593,7.151,7.208,11.175,7.542,,8.24,6.705,18.284,19.346,6.8,6.915,7.41,10.445,6.729,,7.49,8.201,,5.654,5.451,5.844
1633578240000,7.069,,6.449,9.605,5.725,5.244,19.245,,18.521,8.799,,,8.073,6.994,7.443,,8.594,,,7.905,8.193,7.8,,,5.952,7.07,8.361,8.457,5.262,7.659,7.074,7.139,7.023,,4.792,5.105
1633578300000,8.52,6.191,7.657,8.016,6.914,6.824,7.115,,8.954,7.757,7.741,,18.677,6.439,19.219,7.237,,11.535,,18.723,8.636,,10.815,9.823,8.409,,7.352,8.855,,7.458,6.728,9.05,7.092,6.515,,4.451
1633578360000,,5.949,8.055,10.931,6.866,7.941,8.443,,8.262,7.552,7.757,,8.417,8.199,,8.342,5.812,8.013,,7.901,7.702,18.939,9.332,7.201,,8.783,,8.725,8.167,18.22,,,7.802,6.257,5.403,
1633578420000,8.287,5.686,7.941,,,6.433,7.495,,,6.994,7.404,,8.796,6.907,18.32,7.37,8.137,8.243,,7.019,,17.827,9.1,8.688,6.983,7.837,7.501,,8.168,29.088,7.836,8.35,8.325,6.512,5.211,5.103
1633578480000,8.445,5.171,,6.517,7.071,,,,7.067,,17.346,,,,7.711,,7.397,,,,8.117,8.098,9.421,7.773,7.825,7.139,9.091,8.275,7.728,,8.399,10.807,,6.04,5.782,6.552
1633578540000,9.476,6.266,9.059,8.033,7.853,6.279,7.256,,7.23,9.076,,,11.836,9.704,6.697,6.657,,8.101,,7.952,6.997,8.935,,,18.088,6.269,7.609,13.689,8.243,6.921,7.208,7.787,7.266,,5.614,5.134
1633578600000,,4.69,8.222,8.837,11.167,9.229,8.034,8.395,7.905,9.338,8.273,,7.861,8.044,8.251,6.97,7.069,21.662,,8.649,8.361,,9.519,7.786,6.937,,7.989,8.979,,8.132,19.245,8.69,8.247,5.322,5.281,6.696
1633578660000,8.125,,7.337,7.41,8.156,20.87,6.845,7.817,7.91,7.941,6.775,,7.629,19.891,,8.755,6.54,6.367,,8.095,7.41,7.689,7.743,18.651,,8.703,,,7.504,7.469,,,7.091,5.813,,
1633578720000,19.629,6.041,6.684,,,6.621,5.704,6.488,,8.012,8.121,,9.48,7.005,39.104,6.403,7.575,17.111,,7.137,,7.949,10.25,7.8,8.229,6.891,8.015,10.432,9.378,7.217,7.999,9.972,7.508,5.651,6.08,6.197
1633578780000,7.298,4.959,10.566,8.05,7.641,,,7.08,7.885,,7.027,,,,8.096,,8.993,,,,8.137,19.12,21.777,26.602,7.327,7.479,18.126,9.043,6.869,,6.802,19.3,,6.392,5.203,5.146
1633578840000,7.726,7.341,,7.838,7.396,6.76,9.39,,7.256,10.118,,,7.129,7.799,8.115,7.692,,5.605,,8.555,8.316,10.764,,,6.99,7.679,8.537,8.543,19.775,7.743,9.696,8.362,20.447,5.437,5.182,5.18
1633578900000,,6.704,8.313,8.068,7.921,7.558,19.592,19.309,7.071,10.369,8.072,,9.712,9.205,,8.229,9.125,20.404,,7.176,6.67,,12.549,19.576,7.06,,8.932,10.966,,8.627,7.363,5.945,9.349,,5.889,6.038
1633578960000,6.306,,7.147,9.588,,7.968,9.04,7.228,8.401,10.233,7.462,,11.134,8.771,7.428,7.056,9.335,7.428,,7.648,8.117,8.429,26.766,19.781,,18.393,,,9.983,8.21,,,6.797,5.965,,5.573
1633579020000,7.606,5.979,7.351,,7.075,7.98,8.962,7.859,,19.308,8.173,,7.614,10.571,7.853,8.72,14.579,7.894,,,,9.315,9.529,10.454,7.379,7.492,7.628,9.02,7.846,8.114,7.116,9.598,10.779,6.392,6.236,
1633579080000,7.652,6.129,10.195,7.227,8.298,,,7.868,8.249,,9.204,,,,7.167,,8.545,,,7.102,7.751,7.917,9.316,7.732,6.39,7.583,7.24,8.635,6.893,,7.544,8.351,,5.778,5.965,6.114
