Time,controller_network_latency.mean {controllerid: 2828},controller_network_latency.mean {controllerid: 2830},controller_network_latency.mean {controllerid: 2831},controller_network_latency.mean {controllerid: 2832},controller_network_latency.mean {controllerid: 2833},controller_network_latency.mean {controllerid: 2834},controller_network_latency.mean {controllerid: 2835},controller_network_latency.mean {controllerid: 2836},controller_network_latency.mean {controllerid: 2837},controller_network_latency.mean {controllerid: 2838},controller_network_latency.mean {controllerid: 2839},controller_network_latency.mean {controllerid: 2840},controller_network_latency.mean {controllerid: 2841},controller_network_latency.mean {controllerid: 2842},controller_network_latency.mean {controllerid: 2843},controller_network_latency.mean {controllerid: 2844},controller_network_latency.mean {controllerid: 2845},controller_network_latency.mean {controllerid: 2846},controller_network_latency.mean {controllerid: 2847},controller_network_latency.mean {controllerid: 2848},controller_network_latency.mean {controllerid: 2849},controller_network_latency.mean {controllerid: 2850},controller_network_latency.mean {controllerid: 2851},controller_network_latency.mean {controllerid: 2852},controller_network_latency.mean {controllerid: 2853},controller_network_latency.mean {controllerid: 2854},controller_network_latency.mean {controllerid: 2855},controller_network_latency.mean {controllerid: 2856},controller_network_latency.mean {controllerid: 2857},controller_network_latency.mean {controllerid: 2858},controller_network_latency.mean {controllerid: 2859},controller_network_latency.mean {controllerid: 2860},controller_network_latency.mean {controllerid: 2861},controller_network_latency.mean {controllerid: 4416},controller_network_latency.mean {controllerid: 8083},controller_network_latency.mean {controllerid: 8084}
1633343580000,,5.962,17.6,8.024,10.524,7.914,8.584,7.707,8.268,8.821,,7.687,7.196,6.937,7.572,,8.34,10.104,31.992,18.765,,6.409,8.041,8.195,6.675,,,8.004,7.4,8.099,8.065,10.071,,5.633,6.728,6.254
1633343640000,8.842,,,7.658,9.094,8.805,7.967,7.226,6.615,,8.072,8.836,7.467,,,7.342,6.439,11.557,18.179,8.136,8.568,7.624,,,,8.36,,9.245,8.506,8.292,7.456,7.325,7.434,6.129,5.129,5.603
1633343700000,8.656,5.251,7.224,5.885,6.283,,14.154,6.114,19.398,7.885,7.915,7.672,7.485,7.238,7.434,6.342,8.1,,38.188,8.055,6.417,7.451,8.075,7.942,6.503,6.337,,,,,6.94,7.62,9.544,4.793,5.83,5.703
1633343760000,7.83,4.636,7.289,8.391,,12.08,8.968,8.52,7.433,8.847,7.888,,,10.214,21.77,7.925,,7.608,,,8.718,,8.499,8.238,19.772,7.823,,6.772,5.811,5.68,8.669,10.654,7.657,5.859,6.196,
1633343820000,8.284,4.107,18.034,,5.527,6.632,,,,8.58,6.973,7.628,6.638,7.731,7.368,7.32,7.958,9.461,40.323,8.77,7.024,6.739,8.183,8.171,7.128,,,9.003,6.934,20.603,,,8.382,,,6.609
1633343880000,,5.86,6.852,7.256,11.43,10.203,9.268,6.225,7.423,8.203,,8.405,9.943,7.848,19.278,,7.467,7.851,25.165,7.989,,8.824,19.001,6.942,7.672,8.068,,7.553,6.941,7.174,6.263,8.1,,4.73,6.096,5.581
1633343940000,8.079,6.942,,7.74,9.585,8.992,6.912,7.261,8.482,,5.72,19.808,18.455,,,7.171,6.677,7.995,57.779,19.264,7.713,7.954,,,,7.781,,8.565,6.737,6.61,7.418,7.55,7.912,4.942,5.297,5.304
1633344000000,7.802,,8.551,8.577,,,8.009,21.132,10.236,9.192,6.841,8.361,8.585,9.119,8.506,7.015,8.392,,,8.12,6.608,6.871,9.439,8.947,7.63,7.721,,,,,7.018,6.857,8.076,5.066,5.643,4.439
1633344060000,24.366,5.96,26.569,8.37,6.356,8.575,14.905,8.209,7.296,9.215,5.259,,,9.279,11.26,29.158,,7.586,414.237,,7.05,,8.524,7.387,6.489,8.108,,9.776,7.049,7.334,8.288,8.129,20.098,6.255,5.632,6.484
1633344120000,8.187,5.199,7.383,,17.576,8.963,,,,9.021,6.639,7.389,8.945,7.759,7.178,7.036,8.061,21.087,16.447,6.956,7.359,9.602,7.79,7.94,7.841,,,10.604,17.682,15.284,,,7.23,6.403,,
1633344180000,,5.881,8.022,7.535,9.534,10.172,7.108,7.398,7.889,9.48,,6.9,8.773,11.117,6.956,,7.291,14.968,17.065,7.049,,8.405,9.842,7.328,8.157,7.385,,8.837,7.488,7.812,7.46,8.244,,,4.753,5.241
1633344240000,6.924,7.014,,7.09,7.876,,12.612,8.791,8.379,,7.495,6.31,8.977,,,8.497,6.189,8.915,19.078,6.462,9.952,7.562,,,,7.768,,,7.924,8.035,7.999,7.631,10.163,5.936,6.418,6.418
1633344300000,7.846,5.727,8.284,8.497,,7.277,10.773,8.57,8.695,7.294,8.01,8.72,18.767,9.969,7.967,8.416,7.321,,,7.412,7.918,8.739,8,6.989,7.764,6.928,,20.03,,,8.619,5.238,8.902,6.547,7.189,6.218
1633344360000,9.692,,6.761,8.655,7.755,7.291,11.496,9.68,7.297,10.729,6.16,,,11.029,8.096,7.695,,77.779,20.154,,7.993,,10.79,8.264,7.347,7.988,,18.553,7.941,6.079,8.356,,6.729,5.226,6.736,6.205
1633344420000,10.062,5.688,9.349,,7.444,7.993,,,,10.106,6.804,5.785,9.333,10.264,8.574,7.659,8.345,8.813,16.999,8.459,6.931,9.882,9.321,6.811,7.383,,,8.929,7.795,8.739,,6.974,5.966,6.19,6.409,5.74
1633344480000,,5.643,8.681,7.417,8.298,13.528,7.138,8.072,8.42,6.886,,19.062,10.933,9.859,,,8.078,7.773,28.106,7.804,,8.425,29.354,7.308,8.485,7.96,,18.595,5.826,7.769,9.601,8.313,,5.87,,
1633344540000,7.751,5.85,,9.667,8.532,,8.491,8.288,7.717,,6.448,6.944,9.019,,17.979,6.796,7.561,9.273,19.22,19.382,7.729,7.429,,,,7.682,,,7.593,7.44,10.386,8.391,7.593,,4.505,4.315
1633344600000,8.036,6.418,9.086,7.982,,7.143,7.739,7.747,8.568,7.508,7.061,9.826,7.623,9.075,6.431,7.228,8.075,,,8.824,8.114,8.048,9.344,8.239,6.607,9.184,,8.46,,,7.671,29.19,11.954,4.374,6.609,6.056
1633344660000,7.341,,13.524,6.461,7.579,15.431,7.372,8.712,6.83,8.67,6.881,,,8.107,7.67,7.759,,20.762,21.641,,8.003,,7.553,7.496,7.824,6.48,,23.944,9.076,7.026,6.44,,7.147,5.157,7.587,4.746
1633344720000,,5.552,6.985,,8.062,7.241,,,,7.806,,7.379,6.928,7.358,6.903,7.052,8.134,9.083,15.002,7.273,7.477,8.068,7.248,8.934,18.306,,,21.318,7.554,8.074,,8.827,5.832,5.108,5.643,5.882
1633344780000,8.773,6.036,9.622,8.623,8.37,6.45,6.99,6.716,8.349,9.902,7.79,19.148,7.353,7.833,,,7.435,7.68,16.156,9.752,,7.475,7.063,8.363,18.73,6.994,,8.504,8.252,7.345,7.385,8.038,,5.705,,
1633344840000,9.801,6.444,,6.918,,,8.594,8.112,7.037,,8.545,7.41,7.253,7.099,7.093,6.568,7.736,25.998,16.655,7.406,19.129,7.68,,,,6.502,,,7.086,6.251,6.076,8.574,6.73,6.057,6.661,5.723
1633344900000,7.285,6.509,10.825,7.642,7.261,7.107,7.282,6.431,6.108,8.303,8.676,6.957,8.435,,6.184,6.316,,,,7.716,7.021,6.943,7.604,6.982,7.276,6.602,,10.034,,,7.435,7.304,7.29,,5.47,5.603
1633344960000,7.321,5.671,7.151,7.603,8.946,7.944,8.852,7.34,7.663,8.674,7.551,,,7.327,6.568,6.916,7.747,8.72,19.624,,9.657,,6.865,7.911,7.282,6.724,,7.394,6.999,6.023,7.73,,7.725,4.881,3.706,5.675
1633345020000,,,7.273,,9.697,8.076,,,,9.442,,7.548,6.655,7.296,6.314,9.092,7.903,8.896,79.906,7.683,7.479,7.82,7.563,5.829,6.436,,,8.333,6.296,6.971,,8.836,8.672,5.108,5.288,5.001
1633345080000,6.448,4.941,9.542,7.763,8.008,6.654,7.165,7.303,6.216,7.634,7.684,6.529,7.219,8.104,,,8.308,8.812,13.07,7.032,,7.591,11.075,7.785,6.224,5.304,,9.989,8.849,5.467,7.885,8.986,,4.626,5.532,3.978
1633345140000,12.438,6.22,10.308,9.134,,,8.954,22.175,10.788,,8.364,10.167,13.369,7.594,6.9,6.373,9.927,8.049,15.891,7.326,7.714,7.488,,,,6.99,,,,13.506,7.441,6.21,19.549,5.795,,
1633345200000,7.039,6.32,,8.546,9.198,7.955,7.417,8.255,7.059,8.986,5.837,7.977,8.462,,7.902,7.098,,,,7.211,7.378,8.361,8.528,8.778,8.26,8.68,,11.137,9.57,,8.798,8.167,7.972,,9.671,6.933
1633345260000,7.987,5.953,6.976,6.466,8.194,10.426,8.161,17.035,6.461,20.309,8.62,,,8.447,8.288,8.298,8.004,8.611,16.916,,6.881,,9.223,8.203,7.479,6.41,,7.559,5.749,7.661,8.39,,8.483,6.45,5.834,6.098
1633345320000,,7.058,9.204,,7.11,6.677,,,,8.797,,9.628,8.458,7.332,6.614,6.15,7.836,6.654,18.315,6.79,6.84,18.306,8.415,6.964,8.172,,,8.209,6.394,19.807,,9.088,,6.516,5.651,4.222
1633345380000,9.685,,7.487,6.992,7.735,8.241,6.657,19.74,8.455,8.635,5.857,5.762,9.335,8.066,,,6.4,7.079,26.986,6.324,,7.019,7.56,6.449,,7.104,,10.311,6.251,6.707,7.858,6.054,7.188,6.111,3.653,5.168
1633345440000,7.839,9.383,9.318,8.432,,,9.85,6.045,6.205,,7.381,8.133,8.12,9.809,6.68,9.396,7.864,6.659,31.633,6.917,9.05,9.1,,,17.578,6.032,,,,,8.494,10.981,6.753,5.909,5.488,5.249
1633345500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633345560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633345620000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633345680000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633345740000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633345800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633345860000,,,,,,,,,,,,,,,,,,,,,,,9.505,,7.607,,,,,,6.304,,,5.415,,
1633345920000,,,6.199,,5.851,7.734,,,8.098,,,5.842,6.966,7.728,7.996,,,9.217,,6.358,,,8.318,,7.607,,,8.605,7.962,7.866,,7.362,,,5.917,4.217
1633345980000,,4.305,7.09,6.025,,7.907,,44.634,8.126,8.658,,11.043,8.076,6.38,,6.586,7.803,6.548,78.562,7.374,,7.17,,8.037,,,,9.68,7.501,7.965,7.578,7.755,8.858,4.07,5.139,5.848
1633346040000,7.791,,8.031,5.926,6.992,,9.359,7.202,7.334,,7.96,6.21,7.638,10.534,8.902,6.708,8.427,,28.514,8.334,7.094,8.401,8.758,,6.602,5.657,,,,,8.179,8.173,7.484,6.434,5.461,5.261
1633346100000,6.532,5.289,,9.334,7.038,6.397,8.741,60.268,7.005,19.099,5.821,,8.702,,6.961,6.769,,8.79,,17.028,7.917,7.3,8.929,7.771,8.219,6.226,,8.431,7.68,7.548,5.94,,8.895,6.253,5.612,5.547
1633346160000,,5.258,8.703,,5.875,6.266,7.448,,,8.951,6.725,6.582,,8.692,7.316,9.656,17.306,9.008,569.098,,6.859,,8.118,8.56,7.497,7.742,,8.207,7.002,8.361,9.778,7.043,7.325,6.576,,
1633346220000,5.581,5.622,8.22,6.304,7.39,7.861,,15.47,,10.247,,7.84,7.783,7.901,7.02,,7.459,6.693,30.066,8.018,7.944,9.212,,8.923,7.456,,,,7.886,8.118,,13.873,,,5.954,5.443
1633346280000,7.512,6.415,7.71,8.285,,18.523,11.717,8.59,,,6.789,6.838,6.953,8.034,,8.748,7.12,8.345,18.345,8.517,,,,,,6.656,,,7.897,5.946,16.92,9.505,6.578,5.826,5.466,6.192
1633346340000,10.154,5.908,7.217,6.562,6.374,,9.063,8.53,,,,,9.703,7.776,8.485,18.877,7.734,,26.568,,,,,,,,,,,,6.841,,8.378,5.715,5.703,5.35
1633346400000,8.044,,,6.555,45.095,95.121,19.472,7.6,,,,,9.042,,8.074,7.098,,15.902,,,,,,,,,,,6.32,7.333,7.546,21.153,8.512,6.913,5.905,6.346
1633346460000,,6.591,6.537,,7.947,6.981,6.957,,,,,,,18.908,6.94,5.898,9.507,18.027,31.309,,8.004,,,,,,,,8.253,8.266,9.713,7.679,8.568,4.901,5.212,5.869
1633346520000,8.548,6.595,7.808,7.844,,8.148,,6.85,64.839,20.959,,,7.242,8.194,7.579,,6.8,12.686,32.018,10.239,,,8.48,9.753,,8.245,,,6.797,18.841,,6.435,,5.619,,
1633346580000,9.471,6.514,6.479,6.515,7.996,17.311,8.505,6.694,10.874,16.757,8.875,,18.399,8.508,,9.191,6.32,6.374,31.418,10.684,8.81,,12.052,14.141,16.319,6.927,,,8.853,6.409,7.677,6.832,9.79,,6.195,4.446
1633346640000,7.521,5.248,8.712,8.35,7.682,,9.318,8.49,11.868,,6.677,,7.721,8.731,10.192,6.822,7.495,,30.293,8.932,7.72,,17.462,8.43,7.818,,,,,,8.178,,6.119,5.418,5.611,4.685
1633346700000,,,,6.396,7.081,7.315,8.688,7.584,,8.457,7.99,,9.571,7.06,11.46,9.085,,5.974,,8.914,6.74,,,,8.129,7.475,-1,,7.851,7.366,7.612,8.01,9.191,5.771,6.776,6.123
1633346760000,8.766,6.851,9.644,,9.983,7.583,8.855,,8.068,10.407,8.004,,,,7.736,7.956,8.287,9.015,27.87,,,,8.497,9.998,,9.159,-1,,8.265,7.843,6.898,9.183,,4.861,6.109,6.828
1633346820000,8.001,5.419,9.77,9.861,,6.491,,8.194,6.447,9.781,,,8.759,10.083,7.5,,6.378,10.403,21.154,9.042,8.847,,9.02,7.84,7.835,8.208,-1,,9.139,8.635,,7.126,12.286,5.329,,6.823
1633346880000,7.81,6.465,12.205,8.489,10.959,,6.282,6.753,7.737,8.37,7.157,,7.157,9.871,,7.265,6.974,7.249,23.26,7.432,8.059,,9.584,7.582,7.646,8.146,-1,,8.268,7.759,10.146,9.352,8.962,4.675,5.88,
1633346940000,7.211,6.702,7.2,7.767,7.944,7.397,33.892,8.936,8.348,,8.31,,9.453,8.243,6.897,7.218,,,,7.385,6.836,,8.633,7.367,8.308,,-1,,,,9.544,,8.198,,7.029,6.573
1633347000000,,5.198,,10.966,8.139,7.103,52.042,7.456,,9.183,7.316,,7.932,8.641,8.947,7.504,6.679,9.192,23.739,6.866,8.342,,,,6.714,7.923,-1,,7.496,8.112,7.113,7.463,8.614,6.076,5.549,6.578
1633347060000,18.428,,9.633,,7.616,9.048,,,7.831,7.641,7.98,,,,7.16,5.844,18.933,18.327,23.252,,,,8.248,7.38,,7.657,,,8.158,19.868,,6.884,,5.889,6.778,6.042
1633347120000,8.838,7.312,7.649,8.13,,6.762,11.897,8.32,7.87,7.219,,,8.201,10.216,8.402,,6.666,8.217,29.288,7.784,18.876,,8.526,8.197,7.888,8.565,-1,,8.34,7.282,7.555,8.18,8.22,5.594,5.419,6.047
1633347180000,6.875,6.423,8.38,12.523,7.151,,13.728,6.902,7.204,6.39,6.784,,7.545,8.798,,8.237,7.918,7.439,25.711,8.451,7.509,,6.984,8.016,8.163,8.287,-1,,8.139,7.409,8.714,10.96,10.631,6.658,,
1633347240000,7.442,5.023,9.61,8.799,7.998,9.19,9.98,17.957,8.202,,7.88,,8.548,9.353,8.44,7.451,,,,7.476,9.439,,19.422,8.549,7.867,,-1,,,,8.048,,8.09,6.034,5.365,6.228
1633347300000,,5.565,,8.227,8.202,7.752,72.155,7.378,,7.771,7.024,,9.203,8.502,8.261,7.657,7.479,8.445,33.975,8.457,7.16,,,,7.561,18.728,4.0265,,6.78,6.855,6.301,8.073,9.322,,6.807,5.91
1633347360000,8.914,5.416,8.227,,,9.437,,,7.776,7.552,7.053,,,,10.174,6.745,7.38,43.587,30.701,,,,6.802,7.931,,7.146,6.948,,7.769,6.356,,7.926,,5.43,3.511,5.55
1633347420000,10.232,,7.758,8.694,7.573,6.257,9.823,7.231,9.568,8.162,,,8.201,8.232,6.441,,6.846,7.319,30.035,8.308,7.028,,9.158,8.383,6.952,7.631,7.804,,8.318,7.948,7.965,9.793,7.772,5.804,5.587,6.189
1633347480000,8.324,5.477,7.813,8.542,8.275,,7.114,7.134,6.005,7.954,6.879,,8.56,7.912,,8.345,7.29,10.363,30.71,6.674,7.286,,7.005,7.079,6.64,6.539,,,5.734,7.737,6.741,6.985,6.124,5.062,5.271,6.421
1633347540000,7.831,6.307,6.951,7.09,7.768,7.528,7.769,18.856,18.796,,6.867,,19.185,13.556,8.387,9.112,,,,16.25,8.285,,7.047,7.706,7.573,,7.373,,,,6.165,,7.43,6.206,,
1633347600000,,5.805,,8.206,7.683,7.294,18.343,9.358,,8.815,7.523,,7.736,9.356,9.582,7.509,8.406,7.11,18.962,8.132,7.529,,,,7.387,18.367,7.075,,7.373,7.401,8.561,8.066,8.963,,5.097,4.874
1633347660000,6.726,6.275,7.443,,,9.249,,,7.115,7.783,8.505,,,,6.008,7.998,8.875,9.891,52.11,,,,6.537,7.906,,8.525,6.891,,7.19,7.931,,8.184,,6.883,5.4,5.886
1633347720000,6.892,,7.498,7.23,19.574,7.346,7.579,19.727,8.081,7.776,,,7.766,10.998,7.853,,7.909,8.138,23.973,6.974,6.687,,9.026,7.564,8.466,7.146,20.844,,7.583,7.008,6.801,7.403,8.295,5.916,6.096,4.375
1633347780000,9.009,7.112,9.651,6.827,17.658,,6.584,7.505,6.885,,7.234,,9.022,20.65,,7.572,9.449,7.856,20.845,6.914,8.066,,7.234,9.745,7.198,8.159,,,7.806,6.55,7.198,,6.841,6.234,6.074,6.272
1633347840000,,4.94,7.915,7.061,7.988,7.755,7.203,7.423,6.622,7.273,7.115,,22.962,7.084,7.175,9.577,,,,9.457,9.898,,7.408,7.385,6.923,,7.692,,,,7.523,8.201,7.21,6.221,5.572,6.181
1633347900000,7.435,5.138,7.634,,7.911,8.907,9.55,18.43,,8.114,8.059,,8.184,8.538,8.459,7.699,8.503,11.19,15.645,,5.877,,,,,8.275,7.346,,8,6.839,8.389,6.862,8.177,3.966,,
1633347960000,8.257,6.147,,7.66,,8.792,,,9.937,7.915,7.328,,,8.824,7.745,9.446,7.12,7.121,14.906,7.287,,,9.448,7.563,6.277,7.652,8.835,,8.629,8.396,,7.933,,,5.578,6.617
1633348020000,6.547,6.385,7.601,7.18,8.303,7.697,12.373,7.965,7.659,7.237,,,7.304,,,,7.705,10.304,13.252,7.819,8.534,,7.489,9.35,18.632,7.737,7.308,,6.86,8.932,7.317,6.384,6.596,6.237,6.033,5.811
1633348080000,6.078,,7.456,7.678,6.904,,11.101,7.986,8.683,,6.919,,8.627,10.515,7.639,7.946,7.863,8.131,17.881,7.833,10.047,,10.068,18.993,7.774,7.43,,,6.865,,7.157,,7.837,6.169,5.538,5.543
1633348140000,,5.125,9.823,7.054,8.22,7.079,10.609,8.559,7.951,6.373,7.639,,7.212,25.355,7.501,7.218,,,,8.776,7.889,,20.6,8.022,8.101,,6.309,,,10.406,7.408,10.209,7.737,5.959,5.551,6.815
1633348200000,7.895,6.163,8.078,,,7.217,8.956,27.558,,7.933,8.966,,,9.871,7.332,7.712,9.453,9.116,17.097,,7.315,,,,,7.679,7.855,,7.694,6.605,7.042,7.15,,4.593,,
1633348260000,7.714,6.182,,17.504,8.063,7.682,,,10.889,7.089,,,9.784,10.114,7.673,8.177,8.521,8.576,17.643,17.863,,,9.112,8.255,6.903,7.018,7.65,,8.577,8.594,,8.033,7.962,5.357,6.505,5.711
1633348320000,8.475,6.362,7.775,7.658,8.274,,7.384,8.291,8.282,5.569,7.631,,8.85,,,,7.506,8.271,20.976,8.117,12.613,,9.298,9.549,8.254,7.747,8.592,,7.526,8.089,5.793,7.709,7.387,,5.897,4.959
1633348380000,9.104,5.359,20.717,9.16,8.534,7.238,7.975,6.974,9.027,,7.805,,10.083,7.178,7.434,18.247,7.668,8.52,22.304,8.531,8.239,,19.977,7.895,17.993,6.846,,,17.771,,19.052,,8.513,6.674,6.658,5.948
1633348440000,,,6.903,7.251,11.935,19.021,7.497,6.457,18.44,8.38,7.006,,7.074,8.043,9.008,6.913,,,,9.783,7.922,,7.772,6.465,7.967,,8.241,,,6.958,7.536,9.609,8.265,4.374,5.733,5.091
1633348500000,8.182,4.875,7.189,,,7.59,19.158,,,6.167,6.537,,,10.375,7.113,7.498,6.348,6.556,18.809,,7.739,,,,,17.962,7.045,,7.089,9.349,8.203,7.854,,6.707,5.856,6.886
1633348560000,8.063,5.888,,7.112,8.316,8.332,,8.356,17.643,7.929,,,7.781,8.479,7.299,8.452,7.254,8.602,17.206,6.516,,,10.962,8.667,6.685,7.781,8.194,,18.628,7.816,,7.456,8.895,6.14,,
1633348620000,8.085,5.703,7.195,7.581,19.291,,7.833,6.784,7.867,8.74,7.674,,8.662,,,,7.716,13.862,14.233,8.226,7.513,,8.094,6.442,7.779,18.913,8.003,,8.157,7.676,7.349,9.11,7.754,,5.193,5.639
1633348680000,7.145,6.225,6.346,7.704,6.756,7.63,7.763,7.447,8.575,,7.11,,10.138,8.748,7.501,7.471,7.168,,14.524,7.601,7.824,,20.054,6.12,8.141,6.864,,,7.504,,7.719,,6.955,6.295,7.01,6.317
1633348740000,,,7.071,7.307,8.288,7.831,8.188,8.052,7.953,8.019,7.461,,9.781,8.119,7.197,7.717,,12.551,,6.841,7.631,,8.922,8.192,7.88,,8.51,,,8.19,7.453,8.28,7.434,6.592,5.858,6.062
1633348800000,9.517,5.504,7.6,,,8.77,6.431,,,8.784,7.498,,,7.629,6.853,8.312,7.024,6.536,18.018,,8.404,,,,,7.437,7.439,,7.125,7.627,7.166,7.428,,6.431,5.673,5.172
1633348860000,7.095,6.502,,7.719,8.54,7.232,,7.068,6.983,6.549,,,6.761,8.074,19.879,7.882,8.536,9.147,20.485,6.493,,,6.787,6.523,5.868,8.587,8.09,,7.356,8.492,,7.781,7.762,5.326,6.147,6.963
1633348920000,8.001,6.64,7.369,9.292,7.867,,6.69,9.061,7.909,4.647,7.079,,7.826,,,,9.97,8.726,16.029,7.774,8.342,,8.535,10.804,7.822,7.572,6.907,,8.392,6.837,8.103,,8.946,5.952,,
1633348980000,7.528,6.189,7.605,10.171,8.722,7.704,6.885,17.798,7.532,,7.249,,9.134,7.014,7.911,7.52,,,27.131,7.381,6.847,,7.657,7.382,6.286,8.693,,,,,7.746,7.162,7.406,,4.893,6.831
1633349040000,,5.781,7.3,7.736,20.013,8.747,9.325,7.669,6.942,9.114,8.125,,12.931,23.537,10.719,7.719,7.55,12.595,,7.403,7.839,,6.589,7.813,7.571,,6.791,,8.671,7.02,8.372,8.459,6.694,6.182,6.32,4.862
1633349100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633349160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633349220000,,,,,,,,,,8.117,,,,,,,,,,,,,,,,,,,,,,,,4.986,,
1633349280000,6.775,4.41,,8.845,,,,7.159,,,,,,,8.797,6.117,,,,,,,8.134,,,6.321,,,,,,,6.206,5.827,,
1633349340000,,6.455,,7.123,,,9.355,6.439,,9.181,8.07,,6.839,9.654,7.883,7.336,8.115,,17.463,,,,17.183,,5.64,,,,,,7.951,,8.066,,,4.793
1633349400000,7.618,4.447,6.518,,,7.491,8.658,,,7.207,6.891,,,9.38,19.284,8.985,9.032,32.015,14.19,,19.45,,,,,7.536,7.632,,7.503,6.533,7.292,10.155,,6.96,6.891,6.042
1633349460000,6.298,,,6.675,7.767,,,8.595,7.8,7.643,,,10.949,8.142,6.954,8.915,9.191,9.443,19.707,8.633,,,7.889,7.713,19.06,7.044,6.058,,8.562,7.569,,7.531,5.999,6.398,4.918,6.126
1633349520000,8.007,6.012,17.851,8.541,10.85,7.127,6.432,8.005,7.038,7.331,6.382,,7.819,8.653,,,8.033,9.498,18.215,9.812,8.159,,8.055,7.9,7.76,6.625,7.697,,7.25,7.442,7.12,,9.418,6.478,6.842,6.071
1633349580000,,6.521,7.686,7.464,7.993,8.367,7.069,6.238,7.567,,7.797,,7.88,,7.656,7.507,,,,7.323,7.707,,7.542,7.003,6.709,,,,,,7.435,8.228,9.105,5.71,,
1633349640000,9.309,5.46,11.112,32.442,,7.005,8.041,5.843,,9.018,7.038,,9.104,7.743,9.104,6.538,7.576,10.442,30.709,5.792,6.879,,17.386,6.947,7.995,8.588,6.908,,17.36,18.601,8.963,8.33,,,6.198,5.795
1633349700000,34.196,4.825,56.995,,9.903,65.229,8.772,,7.542,7.602,7.635,,,8.367,8.579,8.715,7.33,9.732,32.798,,15.303,,,,,7.078,7.666,,6.802,8.025,7.312,34.679,29.21,5.279,4.677,5.386
1633349760000,7.238,,,6.934,56.972,,,10.411,7.865,8.194,,,7.451,5.636,7.658,7.647,8.231,7.872,23.36,8.172,,,7.493,8.353,8.276,7.916,7.198,,6.698,7.966,,7.501,13.763,5.644,6.763,6.225
1633349820000,6.679,5.771,19.294,9.077,7.262,9.567,8.135,6.892,7.679,10.234,8.257,,10.195,8.315,,,7.665,6.325,22.982,7.996,7.589,,8.627,7.9,8.415,5.374,8.873,,7.505,6.276,8.577,,7.907,4.037,4.935,5.879
1633349880000,,4.519,8.179,7.435,8.066,8.289,10.488,6.435,8.488,,6.788,,8.036,,18.072,6.706,,,,7.419,8.93,,7.227,7.772,6.662,,,,,,7.392,7.273,7.296,4.567,5.456,5.421
1633349940000,7.078,4.875,7.874,,,9.335,8.736,6.262,,8.532,7.172,,9.548,6.864,8.222,7.779,6.825,9.188,18.095,6.899,7.57,,10.333,6.096,7.024,7.404,8.132,,7.318,6.771,8.531,10.104,,6.613,,
1633350000000,20.497,5.556,7.527,8.61,6.737,8.987,7.614,,19.442,6.85,7.352,,,19.355,6.79,7.321,8.613,20.79,19.841,,,,,,,7.006,10.048,,4.997,11.764,6.889,9.79,8.649,,5.443,5.559
1633350060000,5.815,5.719,,7.586,6.136,,,7.726,8.051,7.687,,,6.937,7.999,8.534,7.993,8.329,6.819,34.03,17.235,18.832,,18.703,10.374,7.654,5.973,10.739,,7.318,8.136,,6.746,8.176,6.647,6.405,6.188
1633350120000,6.538,,7.221,7.405,7.658,6.374,10.44,8.487,9.437,9.896,7.559,,10.948,39.805,,,8.557,7.134,17.268,7.016,7.142,,9.522,11.467,7.604,5.941,,,8.043,7.013,7.697,,6.466,6.254,6.558,5.867
1633350180000,,5.446,11.926,8.368,,7.541,7.68,7.59,6.158,,18.409,,9.801,,6.986,8.088,,,,8.178,19.633,,8.495,18.623,7.585,,7.264,,,,7.755,8.96,6.893,5.747,5.88,5.086
1633350240000,8.567,5.57,8.747,,6.399,40.235,9.009,7.26,,7.766,7.163,,10.114,8.678,19.098,7.54,8.119,8.247,191.583,20.523,8.646,,7.826,7.142,8.436,8.193,6.601,,8.103,6.01,18.15,7.891,,6.074,,
1633350300000,9.208,5.003,9.475,7.937,8.61,8.16,7.531,,7.313,8.168,6.609,,,7.127,7.924,8.635,7.094,8.935,21.319,,,,,,,19.227,8.965,,7.798,7.071,7.02,7.137,6.423,5.023,6.012,6.856
1633350360000,7.541,5.78,,9.208,8.105,,,7.644,7.724,8.669,,,7.37,19.518,9.763,8.779,7.463,8.776,19.497,8.322,7.768,,8.643,8.384,7.493,7.691,6.641,,7.64,8.07,,19.161,8.77,,5.483,5.782
1633350420000,8.011,5.324,7.647,7.033,6.04,10.145,9.341,5.999,6.51,7.799,6.683,,9.222,8.128,,,8.056,52.71,13.959,8.59,8.523,,10.33,7.871,7.201,7.602,,,8.115,7.226,8.072,,7.902,4.899,5.717,5.643
1633350480000,,,8.196,7.645,,9.739,8.133,7.187,20.654,,6.918,,8.071,,6.71,8.238,,,,6.719,17.913,,8.544,7.809,7.486,,10.113,,,,8.09,8.049,9.852,6.733,5.559,5.331
