Time,controller_raw_network_health.mean {controllerid: 2828},controller_raw_network_health.mean {controllerid: 2830},controller_raw_network_health.mean {controllerid: 2831},controller_raw_network_health.mean {controllerid: 2832},controller_raw_network_health.mean {controllerid: 2833},controller_raw_network_health.mean {controllerid: 2834},controller_raw_network_health.mean {controllerid: 2835},controller_raw_network_health.mean {controllerid: 2836},controller_raw_network_health.mean {controllerid: 2837},controller_raw_network_health.mean {controllerid: 2838},controller_raw_network_health.mean {controllerid: 2839},controller_raw_network_health.mean {controllerid: 2840},controller_raw_network_health.mean {controllerid: 2841},controller_raw_network_health.mean {controllerid: 2842},controller_raw_network_health.mean {controllerid: 2843},controller_raw_network_health.mean {controllerid: 2844},controller_raw_network_health.mean {controllerid: 2845},controller_raw_network_health.mean {controllerid: 2846},controller_raw_network_health.mean {controllerid: 2847},controller_raw_network_health.mean {controllerid: 2848},controller_raw_network_health.mean {controllerid: 2849},controller_raw_network_health.mean {controllerid: 2850},controller_raw_network_health.mean {controllerid: 2851},controller_raw_network_health.mean {controllerid: 2852},controller_raw_network_health.mean {controllerid: 2853},controller_raw_network_health.mean {controllerid: 2854},controller_raw_network_health.mean {controllerid: 2855},controller_raw_network_health.mean {controllerid: 2856},controller_raw_network_health.mean {controllerid: 2857},controller_raw_network_health.mean {controllerid: 2858},controller_raw_network_health.mean {controllerid: 2859},controller_raw_network_health.mean {controllerid: 2860},controller_raw_network_health.mean {controllerid: 2861},controller_raw_network_health.mean {controllerid: 4416},controller_raw_network_health.mean {controllerid: 8083},controller_raw_network_health.mean {controllerid: 8084}
1633549980000,77,,66,78,81,84,100,82,89,100,,,68,127,100,100,95,100,100,,,100,94,,81,91,100,100,100,100,76,97,88,101,,101
1633550040000,,101,65,77,77,,,,89,100,84,,71,127,100,,96,100,100,100,100,100,94,96,79,,100,100,100,100,78,96,,101,101,101
1633550100000,78,101,,75,,82,100,82,,100,86,,,127,,100,95,,100,100,100,,,96,79,89,,100,,100,75,,91,101,101,
1633550160000,79,101,65,,80,86,100,82,89,,81,,69,,100,100,96,100,,100,100,100,95,96,79,90,100,100,100,,77,97,88,,101,101
1633550220000,78,101,66,76,79,83,100,81,89,100,84,,68,127,100,100,,100,100,100,100,100,94,97,,89,100,,100,100,,97,89,101,101,101
1633550280000,78,101,66,76,83,84,100,80,89,100,,,68,127,100,100,95,100,100,,,100,94,,80,89,100,100,100,100,73,97,,101,,101
1633550340000,,,66,76,78,,,,89,100,83,,69,127,100,,95,100,100,100,100,100,94,96,84,,100,100,100,100,79,96,90,101,101,101
1633550400000,83,101,,76,,85,100,82,,100,85,,,127,,100,95,,100,100,100,,,97,79,90,,100,,100,76,,89,101,101,101
1633550460000,78,101,66,,79,84,100,82,89,,83,,70,,100,100,96,100,,100,100,100,95,96,80,90,100,100,100,,77,97,88,101,101,
1633550520000,76,101,64,78,78,85,100,82,89,100,84,,69,127,100,100,,100,100,100,100,100,94,96,,89,100,,100,100,,97,90,,101,101
1633550580000,80,101,66,75,78,86,100,83,89,100,,,70,127,100,100,95,100,100,,,100,95,,79,91,100,100,100,100,77,97,,101,101,101
1633550640000,,,66,76,,,,,89,100,83,,68,127,100,,94,100,100,100,100,100,94,96,80,,100,100,,100,79,97,88,101,,101
1633550700000,80,101,,74,83,85,100,83,,100,85,,,127,,100,95,,100,100,100,,,97,79,88,,100,100,100,74,,89,101,101,101
1633550760000,83,101,67,,80,87,100,83,89,,80,,68,127,100,100,96,100,,100,100,100,94,96,81,91,100,100,100,,76,97,91,101,101,
1633550820000,78,101,67,76,85,84,100,83,89,100,83,,68,,100,100,,100,100,100,100,100,94,96,,89,100,,100,100,,97,89,,101,101
1633550880000,80,101,67,75,78,86,100,83,89,100,,,69,127,100,100,95,100,100,,,100,95,,80,91,100,100,100,100,75,97,,101,101,101
1633550940000,,101,67,77,,,,,89,100,82,,69,127,100,,95,100,100,100,100,100,94,96,84,,100,100,,100,79,,89,101,101,101
1633551000000,78,,,,82,84,100,82,,100,83,,,127,,100,95,,100,100,100,,,96,78,89,,100,100,100,75,97,89,101,,101
1633551060000,78,101,66,75,77,84,100,82,89,,86,,69,127,100,100,96,100,,100,100,100,94,97,79,91,100,100,100,,75,96,90,101,101,101
1633551120000,81,101,67,76,81,92,100,83,89,100,83,,69,,100,100,,100,100,100,100,100,94,97,,88,100,,100,100,,97,90,101,101,
1633551180000,77,101,65,76,79,,100,83,89,100,,,68,127,100,100,95,100,100,,,100,94,,79,91,100,100,100,100,75,97,,,101,101
1633551240000,,101,67,77,,86,,,89,100,86,,71,127,100,,95,100,100,100,100,100,94,96,80,,,100,,100,76,,89,101,101,101
1633551300000,79,101,,,78,89,100,82,,100,85,,,127,,100,99,,100,100,100,,,97,78,90,100,100,100,,78,96,90,101,101,101
1633551360000,78,,65,75,81,85,100,83,89,,83,,69,127,100,100,95,100,,100,100,100,94,96,78,91,100,100,100,100,75,97,89,101,,101
1633551420000,81,101,68,75,79,91,100,81,90,100,82,,71,,100,100,,100,100,,100,100,94,97,,89,100,,100,100,,96,91,101,101,101
1633551480000,78,101,65,75,,,,,90,100,,,69,127,100,,95,100,100,100,,100,94,,80,89,100,100,100,100,79,95,,101,101,
1633551540000,,101,64,77,81,85,100,82,90,100,84,,71,127,100,100,95,100,100,100,100,100,94,96,85,,,100,,100,76,,89,,101,101
1633551600000,80,101,,,79,90,100,82,,,81,,,127,,100,95,,100,100,100,,,100,80,91,100,100,100,,78,98,89,101,101,101
1633551660000,77,,67,79,80,83,100,81,82,100,82,,69,127,100,100,95,100,,100,100,100,100,100,78,91,100,100,100,100,75,96,90,101,,101
1633551720000,78,101,66,76,79,88,100,82,80,100,83,,69,,100,100,,100,100,,100,100,100,100,,90,100,,100,100,,97,,101,101,101
1633551780000,,101,65,76,,,,,78,100,,,69,127,100,,96,100,100,100,,100,100,,79,89,100,100,,100,77,97,91,101,101,
1633551840000,78,101,65,77,78,86,100,82,79,100,82,,71,127,100,100,95,100,100,100,100,100,100,100,79,,,100,100,100,79,,89,101,101,101
1633551900000,78,101,,,78,86,100,82,,,81,,,127,,100,97,,100,100,100,,,100,79,90,100,100,100,,76,96,90,,101,101
1633551960000,78,101,64,79,83,84,100,81,80,100,81,,70,127,100,100,95,100,,100,100,100,100,100,80,91,100,100,100,100,,97,90,101,101,101
1633552020000,76,,65,75,,85,100,82,79,100,83,,68,,100,100,,100,100,,100,100,100,100,,90,100,,100,100,78,97,,101,,101
1633552080000,,101,65,81,79,,,,79,100,,,71,127,100,,94,100,100,100,,100,100,,79,90,100,100,,100,76,,90,101,101,101
1633552140000,81,101,66,75,83,85,100,81,79,100,82,,,127,100,100,95,,100,100,100,100,100,100,85,,,100,100,100,78,96,89,101,101,
1633552200000,80,101,,,80,84,100,82,,,82,,67,127,,100,96,100,100,100,100,,,100,79,89,100,100,100,,76,97,89,,101,101
1633552260000,79,101,66,81,86,82,100,81,77,100,85,,71,127,100,100,95,100,,100,100,100,100,100,78,91,100,100,100,100,,96,91,101,101,101
1633552320000,78,101,69,76,,86,100,82,77,100,,,68,,100,100,,100,100,,100,100,100,100,,90,100,,100,100,77,95,,101,101,101
1633552380000,,,64,78,77,,,,77,100,81,,69,127,100,,95,100,100,100,,100,100,,80,89,100,100,,100,75,,89,101,,101
1633552440000,78,101,68,76,78,85,100,82,,100,83,,,127,100,100,95,,100,100,100,100,100,100,80,,,100,100,100,79,97,92,101,101,101
1633552500000,79,101,,,79,87,100,83,78,,83,,68,127,,100,95,100,100,100,100,,,100,83,90,100,100,100,,76,96,88,101,101,
1633552560000,78,101,66,76,80,87,100,81,77,100,81,,70,127,100,100,95,100,,100,100,100,100,100,80,91,100,100,100,100,,97,90,,101,101
1633552620000,77,101,66,76,,86,100,82,77,100,,,69,127,100,100,,100,100,,100,100,100,,,92,100,,100,100,78,97,,101,101,101
1633552680000,,,66,77,83,,,,78,100,83,,67,,100,,95,100,100,100,,100,100,100,79,89,100,100,,100,74,,89,101,,101
1633552740000,78,101,66,75,81,87,100,83,,100,81,,,127,100,100,95,,100,100,100,100,100,100,79,,,100,100,100,79,96,89,101,101,101
1633552800000,85,101,,,80,87,100,82,81,,83,,70,127,,100,95,100,100,100,100,,,100,78,89,100,100,100,,74,98,88,101,101,
1633552860000,75,101,67,76,78,90,100,84,78,100,82,,71,127,100,100,95,100,,100,100,100,100,100,79,88,100,,100,100,,96,,101,101,101
1633552920000,79,101,70,75,,,100,82,78,100,,,70,127,100,100,,100,100,,100,100,100,,,90,100,100,,100,77,97,88,,101,101
1633552980000,,101,67,76,78,87,,,78,100,86,,68,,100,,95,100,100,100,,100,100,100,80,,100,100,100,100,74,,88,101,101,101
1633553040000,77,,67,77,78,87,100,82,,100,81,,,127,100,100,95,,100,100,100,100,100,100,78,90,,100,100,100,78,96,88,101,,101
1633553100000,88,101,68,,82,87,100,82,79,,84,,70,127,,100,95,100,100,100,100,,,100,79,91,100,100,100,100,74,96,91,101,101,101
1633553160000,76,101,,77,,87,100,82,78,100,82,,68,127,100,100,95,100,,100,100,100,100,100,78,88,100,,100,,,97,,101,101,
1633553220000,,101,68,75,78,,100,82,78,100,,,69,127,100,100,,100,100,,,100,100,,,90,100,100,,100,78,95,88,,101,101
1633553280000,81,101,65,78,82,86,,,78,100,84,,68,,100,,95,100,100,100,100,100,100,100,79,,,100,100,100,77,,88,101,101,101
1633553340000,78,101,70,,79,87,100,83,,100,82,,,127,100,100,95,,100,100,100,100,100,100,80,89,100,100,100,100,75,96,89,101,101,101
1633553400000,79,,66,76,80,88,100,84,78,,86,,68,127,,100,94,100,100,100,100,,,100,79,91,100,100,100,,77,97,88,101,,101
1633553460000,80,101,,75,,88,100,82,80,100,82,,68,127,100,100,95,100,,100,100,100,100,100,79,89,100,,100,100,,96,,101,101,101
1633553520000,,101,65,76,78,,100,84,77,100,,,67,127,100,100,,100,100,,,100,100,,,90,100,100,,100,75,,88,101,101,
1633553580000,83,101,66,75,82,88,,,79,100,85,,68,,100,,94,100,100,100,100,100,100,100,80,,,100,100,100,78,96,88,,101,101
1633553640000,75,101,70,,79,86,100,82,,100,83,,,127,100,100,96,,100,100,100,100,100,100,80,89,100,100,100,100,75,97,91,101,101,101
1633553700000,78,,66,76,83,89,100,84,79,,87,,68,127,,100,95,100,100,100,100,,,100,79,91,100,100,100,,77,97,90,101,,101
1633553760000,78,101,,77,,86,100,82,79,100,82,,69,127,100,100,,100,,100,100,100,100,100,,89,100,,100,100,,96,,101,101,101
1633553820000,,101,66,75,80,,100,84,79,100,,,65,127,100,100,96,100,100,,,100,100,,79,90,100,100,,100,75,,87,101,101,101
1633553880000,76,101,67,78,87,88,,,78,100,85,,66,,100,,95,100,100,100,100,100,100,100,80,,,100,100,100,83,97,88,101,101,
1633553940000,80,101,66,,80,88,100,85,,100,83,,,127,,100,95,,100,100,100,,100,100,79,90,100,100,100,100,78,97,88,,101,101
1633554000000,78,101,65,75,,87,100,83,79,,82,,67,127,100,100,95,100,100,100,100,100,,100,81,90,100,100,100,,81,97,89,101,101,101
1633554060000,76,,,77,79,87,100,84,80,100,83,,64,127,100,100,,100,,100,100,100,100,100,,90,100,,100,100,,95,,101,,101
1633554120000,,101,66,74,84,,100,,79,100,,,69,127,100,100,95,100,100,,,100,100,,81,88,100,100,,100,76,,88,101,101,101
1633554180000,76,101,66,76,77,87,,82,79,100,81,,69,127,100,,96,100,100,100,100,100,100,100,78,,,100,100,100,77,98,90,101,101,
1633554240000,78,101,66,,79,87,100,84,,100,81,,,,,100,94,,100,100,100,,,100,78,91,100,100,100,100,76,97,90,101,101,101
1633554300000,78,101,66,74,,90,100,81,77,,81,,72,127,100,100,95,100,,100,100,100,100,100,78,89,100,100,100,,,96,,,101,101
1633554360000,,101,,81,76,86,100,83,80,100,83,,66,127,100,100,,100,100,100,100,100,100,100,,89,100,,,100,76,96,88,101,101,101
1633554420000,76,,64,77,81,,100,,80,100,,,68,127,100,100,96,100,100,,,100,100,,78,90,100,100,100,100,77,,89,101,,101
1633554480000,79,101,67,76,77,86,,82,77,100,81,,65,127,100,,94,100,100,100,100,100,100,100,78,,,100,100,100,78,97,92,101,101,101
1633554540000,83,101,65,,78,87,100,82,,100,84,,,,,100,94,,100,100,100,,,100,79,90,100,100,100,100,74,97,88,101,101,
1633554600000,79,101,65,77,,85,100,83,77,,81,,69,127,100,100,94,100,,100,100,100,100,100,78,88,100,100,100,,,97,,,101,101
1633554660000,,101,,76,78,87,100,84,77,100,,,67,127,100,100,,100,100,100,100,100,100,100,,89,100,,,100,77,97,92,101,101,101
1633554720000,86,,67,76,78,,100,,78,100,81,,69,127,100,100,95,100,100,,,100,100,,78,89,100,100,100,100,74,,90,101,,101
1633554780000,76,101,65,74,80,84,,79,,100,83,,68,127,100,,94,100,100,100,100,100,100,100,78,,,100,100,100,76,96,89,101,101,101
1633554840000,81,101,65,,,89,100,83,77,100,81,,,,,100,94,,100,100,100,,,100,78,90,100,100,100,100,78,96,88,101,101,101
1633554900000,77,101,65,76,78,88,100,80,81,,84,,69,127,100,100,93,100,,100,100,100,100,100,78,89,100,100,100,,,96,,101,101,
1633554960000,,101,,78,78,,100,82,78,100,,,68,127,100,100,,100,100,100,100,100,100,100,,89,100,,,100,77,96,88,,101,101
1633555020000,80,101,65,74,80,92,100,,80,100,83,,68,127,100,100,95,100,100,,,100,100,,78,89,,100,100,100,76,,88,101,101,101
1633555080000,76,,67,77,81,87,,82,,100,87,,67,127,100,,94,,100,100,100,100,100,100,78,,100,100,100,100,74,97,88,101,,101
1633555140000,80,101,67,,,90,100,81,80,100,82,,,,,100,95,100,100,100,100,,,100,78,89,100,100,100,100,75,96,,101,101,101
1633555200000,,101,67,75,84,85,100,82,83,,81,,69,127,100,100,93,100,,100,100,100,100,100,78,89,100,100,100,,,96,88,101,101,
1633555260000,77,101,,76,84,,100,82,78,100,,,68,127,100,100,,100,100,100,100,100,100,100,,89,100,,,100,77,,88,101,101,101
1633555320000,76,101,66,77,82,92,,,81,100,83,,68,127,100,100,99,100,100,,,100,100,,78,90,,100,100,100,75,97,91,,101,101
1633555380000,76,101,64,,77,86,100,83,,100,81,,66,127,100,,93,,100,100,100,100,100,100,78,,100,100,100,100,76,98,88,101,101,101
1633555440000,79,,67,74,,90,100,81,80,100,83,,,,,100,94,100,100,100,100,,,100,78,90,100,100,100,100,74,97,,101,,101
1633555500000,,101,64,74,80,88,100,81,79,,80,,68,127,100,100,94,100,,100,100,100,100,100,79,88,100,100,,,,97,89,101,101,101
1633555560000,78,101,,76,80,,100,82,78,100,,,70,127,100,100,,100,100,100,100,100,100,100,,91,100,,100,100,78,,88,101,101,
1633555620000,82,101,67,76,80,89,,,79,100,82,,67,127,100,100,93,100,100,,,100,100,,78,89,,100,100,100,79,97,89,,101,101
1633555680000,77,101,67,,,85,100,81,,100,82,,68,127,100,,94,,100,100,100,100,100,100,79,,100,100,100,100,77,97,88,101,101,101
1633555740000,77,,65,75,78,89,100,82,79,100,84,,,,,100,94,100,100,100,100,,,100,78,91,100,100,100,100,75,97,,101,,101
1633555800000,,101,69,76,78,87,100,82,79,,82,,69,127,100,100,95,100,,100,100,100,100,100,79,88,100,100,,,,96,89,101,101,101
1633555860000,78,101,,75,78,,100,81,78,100,,,68,127,100,100,,100,100,100,100,100,100,100,,90,100,,100,100,76,,91,101,101,101
1633555920000,78,101,64,75,79,88,,,80,100,81,,68,127,100,100,93,100,100,,,100,100,,78,89,,100,100,100,78,98,88,101,101,
1633555980000,77,101,66,,,86,100,81,,100,81,,68,127,100,,93,,100,100,100,100,100,100,78,,100,100,100,100,74,96,88,,101,101
1633556040000,77,101,66,76,81,90,100,81,78,100,86,,,127,,100,94,100,100,100,100,,,100,78,90,100,100,100,100,,96,,101,101,101
1633556100000,,,67,78,79,87,100,80,79,,,,69,,100,100,93,100,,100,100,100,100,100,79,88,100,100,,,75,97,88,101,,101
1633556160000,77,101,,74,85,,100,80,78,100,82,,71,127,100,100,,100,100,100,100,100,100,,,90,100,,100,100,75,,90,101,101,101
1633556220000,77,101,66,79,78,88,,,80,100,82,,70,127,100,100,94,100,100,,,100,100,100,78,90,,100,100,100,76,97,88,101,101,
1633556280000,77,101,65,,,87,100,81,,100,82,,67,127,100,,93,,100,100,100,100,100,100,79,,100,100,100,100,77,97,,101,101,101
1633556340000,78,101,67,73,78,87,100,82,77,100,82,,,127,,100,94,100,100,100,100,,,100,78,90,100,100,100,100,,97,88,,101,101
1633556400000,,101,67,82,78,86,100,81,83,,,,68,,100,100,94,100,,100,100,100,100,100,78,89,100,100,,,76,97,90,101,101,101
1633556460000,78,,,76,77,,100,,78,100,82,,68,127,100,100,,100,100,100,100,100,100,,,88,100,,100,100,76,,90,101,,101
1633556520000,77,101,67,81,77,89,,81,78,100,84,,68,127,100,100,94,100,100,,,100,100,100,79,90,,100,100,100,74,97,88,101,101,101
1633556580000,79,101,68,,,87,100,81,,100,81,,69,127,100,,94,,100,100,100,100,100,100,78,,100,100,100,100,75,97,,101,101,
1633556640000,,101,66,73,78,88,100,81,79,100,83,,,127,,100,94,100,100,100,100,,,100,78,88,100,100,100,100,,97,89,101,101,101
1633556700000,80,101,71,80,79,88,100,81,78,,,,68,,100,100,93,100,,100,100,100,100,100,78,89,100,100,,,74,,87,,101,101
1633556760000,80,,,74,80,,100,,78,100,84,,68,127,100,100,,100,100,100,100,100,100,,,89,100,,100,100,74,96,91,101,101,101
1633556820000,78,101,66,82,,88,,81,,100,83,,68,127,100,100,93,100,100,,,100,100,100,78,89,,100,100,100,73,97,90,101,,101
1633556880000,87,101,67,,80,86,100,81,76,100,83,,70,127,100,,93,,100,100,100,100,100,100,78,,100,100,100,100,78,97,,101,101,101
1633556940000,,101,67,77,77,89,100,81,79,100,85,,,127,,100,93,100,100,100,100,,,100,78,89,100,100,,100,,97,89,101,101,
1633557000000,79,101,67,76,80,87,100,81,77,,,,68,,100,100,93,100,,100,100,100,100,100,79,90,100,100,100,,74,,91,,101,101
1633557060000,87,101,66,76,78,,100,,80,100,82,,69,127,100,100,,100,100,100,100,100,100,,,89,100,,100,100,76,96,89,101,101,101
1633557120000,77,,,75,,87,,84,,100,83,,69,127,100,100,93,100,100,,,100,100,100,78,89,,100,100,100,72,96,88,101,,101
1633557180000,87,101,70,,80,88,100,81,77,100,85,,68,127,100,,94,,100,100,100,100,100,100,78,,100,100,100,100,74,96,,101,101,101
1633557240000,,101,65,77,84,88,100,83,76,100,82,,,127,,100,94,100,100,100,100,,,100,79,91,100,100,,100,,97,89,101,101,
1633557300000,77,101,66,76,77,86,100,82,79,,,,68,,100,100,94,100,,100,100,100,100,100,78,93,100,100,100,,74,,88,101,101,101
1633557360000,84,101,65,77,79,,100,,77,100,84,,69,127,100,100,,100,100,100,100,100,100,,,90,100,,100,100,77,96,88,,101,101
1633557420000,78,101,,76,,87,,83,,100,84,,69,127,100,100,94,100,100,,,100,100,100,79,89,,100,100,100,76,97,89,101,101,101
1633557480000,78,,65,,77,89,100,81,78,100,86,,69,127,100,,94,,100,100,100,100,100,100,78,,100,100,100,100,79,98,,101,,101
1633557540000,,101,65,76,79,84,100,83,76,100,85,,,127,,100,93,100,100,100,100,,,100,78,90,100,100,,100,,97,88,101,101,101
1633557600000,82,101,65,76,80,,100,81,77,,,,71,,100,100,93,100,,100,100,100,100,100,79,89,100,,100,,73,,89,101,101,
1633557660000,80,101,65,78,,89,,,79,100,85,,71,127,100,100,,100,100,100,,100,100,,,90,,100,100,100,75,97,88,101,101,101
1633557720000,78,101,,76,79,85,100,82,,100,85,,72,127,100,100,95,,100,,100,100,100,100,78,88,100,100,100,100,74,96,,,101,101
1633557780000,86,,65,,82,88,100,80,80,100,84,,70,127,100,,93,100,100,100,100,100,100,100,78,,100,100,100,100,74,96,89,101,101,101
1633557840000,,101,66,77,79,86,100,84,77,100,84,,,127,,100,94,100,100,100,100,,,100,78,90,100,100,,100,,,86,101,,101
1633557900000,76,101,67,75,80,,100,80,76,,,,69,127,100,100,94,100,,100,100,100,100,100,78,89,100,,100,,77,97,89,101,101,101
1633557960000,81,101,67,77,,87,,,79,100,83,,71,,100,100,,100,100,100,,100,100,,,90,,100,100,100,74,97,88,101,101,
1633558020000,84,101,,74,78,85,100,82,,100,85,,70,127,100,100,95,,100,,100,100,100,100,78,89,100,100,100,100,78,96,,,101,101
1633558080000,87,101,65,,77,86,100,82,76,100,82,,72,127,100,,95,100,100,100,100,100,100,100,78,,100,100,,100,74,97,88,101,101,101
1633558140000,,,67,76,81,87,100,82,78,100,,,,127,,100,94,100,100,100,100,,,100,78,90,100,100,100,100,,,89,101,,101
1633558200000,78,101,65,76,79,,100,83,78,,84,,69,127,100,100,94,100,,100,100,100,100,100,78,91,100,,100,,80,97,89,101,101,101
1633558260000,80,101,67,75,,89,,,78,100,83,,70,,100,100,,100,100,100,,100,100,,,89,,100,100,100,75,95,89,101,101,
1633558320000,79,101,,76,80,87,100,82,,100,83,,69,127,100,100,93,,100,,100,100,100,100,78,89,100,100,100,100,78,96,,101,101,101
1633558380000,,101,65,,79,85,100,83,77,100,83,,71,127,100,,93,100,100,100,100,100,100,100,78,,100,100,,100,73,97,88,,101,101
1633558440000,88,101,65,75,78,87,100,82,79,100,,,,127,,100,94,100,100,100,100,,,100,78,89,100,100,100,100,,,89,101,101,101
1633558500000,82,,69,76,78,,100,83,77,,83,,70,127,100,100,94,100,,100,100,100,100,100,80,91,100,,100,,79,96,88,101,,101
1633558560000,77,101,64,75,,87,,,77,100,83,,70,,100,100,,100,100,100,,100,100,,,92,,100,100,100,73,97,88,101,101,101
1633558620000,76,101,,,79,87,100,82,,100,82,,71,127,100,,95,,100,,100,100,100,100,78,91,100,100,100,100,77,97,,101,101,
1633558680000,,101,67,76,81,87,100,83,79,100,81,,70,127,100,100,94,100,100,100,100,100,100,100,78,,100,100,,100,73,97,92,101,101,101
1633558740000,81,101,67,80,80,88,100,81,78,100,,,,127,,100,94,100,,100,100,,,100,78,90,100,100,100,100,,,88,,101,101
1633558800000,78,,65,76,,,100,83,79,,85,,68,127,100,100,94,100,100,100,100,100,100,100,79,90,100,,100,,78,96,88,101,101,101
1633558860000,79,101,66,77,87,87,,,77,100,83,,68,,100,100,,100,100,100,,100,100,,,89,,100,100,100,72,98,,101,,101
1633558920000,77,101,,,79,86,100,82,,100,84,,71,127,100,,93,,100,,100,100,100,100,79,88,100,100,,100,76,97,90,101,101,101
1633558980000,,101,66,74,82,88,100,83,78,100,81,,,127,100,100,94,100,100,100,100,100,100,100,78,,100,100,100,100,73,96,88,101,101,
1633559040000,78,101,67,80,79,85,100,81,78,100,,,68,127,,100,94,100,,100,100,,,100,78,90,100,100,100,100,,,92,,101,101
1633559100000,79,101,66,75,,,100,82,79,,82,,71,127,100,100,94,100,100,100,100,100,100,100,83,89,100,,100,,75,97,88,101,101,101
1633559160000,78,,67,76,81,89,,,,100,83,,70,,100,100,,100,100,100,,100,100,,,89,,100,100,100,75,96,,101,,101
1633559220000,76,101,,,79,86,100,81,78,100,84,,70,127,100,,94,,100,,100,100,100,100,78,88,100,100,,100,74,97,89,101,101,101
1633559280000,,101,66,77,78,85,100,83,77,100,82,,,127,100,100,94,100,100,100,100,100,100,100,78,,100,100,100,100,,,90,101,101,
1633559340000,77,101,65,75,79,86,100,83,82,100,,,70,127,,100,94,100,,100,100,,,100,78,89,100,100,100,100,76,96,90,101,101,101
1633559400000,78,101,67,80,,,,,80,,83,,71,127,100,100,94,100,100,100,100,100,100,100,78,89,100,,100,,75,98,89,,101,101
1633559460000,78,101,65,77,77,87,100,83,,100,81,,68,127,100,100,,100,100,100,,100,100,,,89,,100,100,100,75,96,,101,101,101
1633559520000,78,,,,79,88,100,82,83,100,82,,68,,100,,94,,100,,100,100,100,100,78,88,100,100,,100,76,97,88,101,,101
1633559580000,,101,65,76,77,88,100,84,77,100,82,,,127,100,100,94,100,100,100,100,100,100,100,79,,100,100,100,100,,,90,101,101,101
1633559640000,78,101,66,74,80,,100,81,81,100,,,69,127,,100,94,100,,100,100,,,100,78,90,100,100,100,100,75,96,88,101,101,
1633559700000,77,101,66,75,,88,,,77,,84,,69,127,100,100,95,100,100,100,100,100,100,100,78,89,,,100,,76,97,88,101,101,101
1633559760000,77,101,68,76,77,87,100,82,,100,83,,70,127,100,100,,100,100,100,,100,100,,,89,100,100,,100,75,96,,,101,101
1633559820000,,,,,81,90,100,81,80,100,82,,70,,100,,94,,100,,100,100,100,100,78,89,100,100,100,100,79,97,88,101,101,101
1633559880000,78,101,69,74,77,88,100,82,76,100,81,,,127,100,100,94,100,100,100,100,100,100,100,78,,100,100,100,100,,,88,101,,101
1633559940000,76,101,65,76,,,100,82,78,100,,,70,127,,100,94,100,,100,100,,,100,78,89,100,100,100,100,74,96,88,101,101,101
1633560000000,76,101,64,77,83,88,,,78,,83,,69,127,100,100,94,100,100,100,100,100,100,,78,89,,,100,,76,97,,101,101,
1633560060000,77,101,67,75,76,91,100,81,,100,80,,69,127,100,100,,,100,100,,100,100,100,,89,100,100,,100,77,97,87,101,101,101
1633560120000,,101,65,,78,86,100,81,80,100,82,,69,,100,,94,100,100,,100,100,100,100,78,90,100,100,100,100,77,97,90,,101,101
1633560180000,79,,,75,80,93,100,82,78,100,,,,127,100,100,94,100,100,100,100,100,,100,78,,100,100,100,100,,,88,101,,101
1633560240000,83,101,66,76,,,100,81,77,100,83,,68,127,,100,94,100,,100,100,,100,100,78,89,100,100,100,100,76,96,91,101,101,101
1633560300000,76,101,67,74,84,86,,,78,,81,,70,127,100,100,94,100,100,100,100,100,100,,78,88,,,100,,76,97,,101,101,
1633560360000,77,101,69,,79,88,100,82,,100,81,,68,127,100,100,,,100,100,,100,100,100,,88,100,100,,100,76,96,87,101,101,101
1633560420000,,101,65,75,87,86,100,81,77,100,82,,69,,100,,94,100,100,,100,100,100,100,78,89,100,100,100,100,75,97,88,,101,101
1633560480000,76,101,,78,,88,100,83,81,100,,,,127,100,100,94,100,100,100,100,100,,100,78,,100,100,100,100,,,87,101,101,101
1633560540000,78,,67,75,79,,100,82,77,100,84,,69,127,,100,95,100,,100,100,,100,100,78,88,100,100,100,100,75,97,88,101,,101
1633560600000,79,101,66,75,83,89,,,,,82,,71,127,100,100,94,100,100,100,100,100,100,,78,90,,,100,,76,97,,101,101,101
1633560660000,76,101,69,76,79,87,100,80,77,100,84,,69,127,100,100,,,100,100,,100,100,100,,91,100,100,,100,76,97,87,101,101,
1633560720000,,101,66,,79,86,100,81,81,100,81,,71,,100,,96,100,100,,100,100,100,100,79,90,100,100,100,100,77,,88,101,101,101
1633560780000,85,101,,77,,88,100,82,79,100,,,,127,100,100,94,100,100,100,100,,,100,78,,100,100,100,100,,97,89,,101,101
1633560840000,77,,67,76,79,,100,81,79,100,83,,68,127,,100,95,100,,100,100,100,100,100,78,89,100,100,100,100,76,96,89,101,101,101
1633560900000,88,101,66,76,79,88,,,,,81,,71,127,100,100,94,100,100,100,,100,100,,78,89,,,100,,73,98,,101,,101
1633560960000,82,101,73,,78,88,100,82,79,100,85,,70,127,100,100,,,100,,100,100,100,100,,88,100,100,,100,79,96,89,101,101,101
1633561020000,,101,65,76,80,88,100,82,78,100,85,,69,127,100,,94,100,100,100,100,100,100,100,78,,100,100,100,100,,,90,101,101,
1633561080000,86,101,,77,,85,100,81,76,100,,,,,100,100,94,100,100,100,100,,,100,78,90,100,100,100,100,75,98,91,101,101,101
1633561140000,79,101,69,74,79,,100,81,78,,83,,70,127,,100,94,100,,100,100,100,100,100,79,89,100,100,100,100,78,96,88,,101,101
1633561200000,83,,66,76,80,87,,,,100,83,,75,127,100,100,,100,100,100,,100,100,,,89,,,,,75,96,,101,101,101
