Time,controller_raw_network_health.mean {controllerid: 2828},controller_raw_network_health.mean {controllerid: 2830},controller_raw_network_health.mean {controllerid: 2831},controller_raw_network_health.mean {controllerid: 2832},controller_raw_network_health.mean {controllerid: 2833},controller_raw_network_health.mean {controllerid: 2834},controller_raw_network_health.mean {controllerid: 2835},controller_raw_network_health.mean {controllerid: 2836},controller_raw_network_health.mean {controllerid: 2837},controller_raw_network_health.mean {controllerid: 2838},controller_raw_network_health.mean {controllerid: 2839},controller_raw_network_health.mean {controllerid: 2840},controller_raw_network_health.mean {controllerid: 2841},controller_raw_network_health.mean {controllerid: 2842},controller_raw_network_health.mean {controllerid: 2843},controller_raw_network_health.mean {controllerid: 2844},controller_raw_network_health.mean {controllerid: 2845},controller_raw_network_health.mean {controllerid: 2846},controller_raw_network_health.mean {controllerid: 2847},controller_raw_network_health.mean {controllerid: 2848},controller_raw_network_health.mean {controllerid: 2849},controller_raw_network_health.mean {controllerid: 2850},controller_raw_network_health.mean {controllerid: 2851},controller_raw_network_health.mean {controllerid: 2852},controller_raw_network_health.mean {controllerid: 2853},controller_raw_network_health.mean {controllerid: 2854},controller_raw_network_health.mean {controllerid: 2855},controller_raw_network_health.mean {controllerid: 2856},controller_raw_network_health.mean {controllerid: 2857},controller_raw_network_health.mean {controllerid: 2858},controller_raw_network_health.mean {controllerid: 2859},controller_raw_network_health.mean {controllerid: 2860},controller_raw_network_health.mean {controllerid: 2861},controller_raw_network_health.mean {controllerid: 4416},controller_raw_network_health.mean {controllerid: 8083},controller_raw_network_health.mean {controllerid: 8084}
1633428240000,77,,,80,,,,73,86,,89,,70,127,100,100,,100,92,100,,100,99,98,,90,100,,100,100,88,96,88,101,,101
1633428300000,,,,,82,,100,,,,,,,,,,,,,,100,,,,88,,,,,,,,,,,
1633428360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633428420000,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,
1633428480000,,,65,,79,,,,,,,78,,,100,,99,100,,,,100,,,,,,,100,100,85,,87,,101,101
1633428540000,,,,79,,,,,87,,89,,71,127,100,100,,100,,100,100,100,,98,,90,,,100,100,87,97,86,101,101,101
1633428600000,77,101,66,,83,88,100,83,87,,89,80,,127,100,100,98,,,100,,,100,,90,91,,100,,100,,,,101,,101
1633428660000,79,101,66,78,80,87,100,84,88,,,80,70,127,100,100,99,100,100,100,100,100,100,98,87,,100,100,100,100,86,97,87,,101,101
1633428720000,78,101,67,79,87,86,100,,,,89,77,70,,,100,98,100,100,100,100,100,,98,87,90,100,100,100,,86,97,87,101,101,
1633428780000,,101,65,78,81,86,100,84,87,,89,82,68,127,100,,99,100,100,,100,100,100,98,87,90,100,100,100,100,85,97,90,101,101,101
1633428840000,78,101,,77,,,,86,88,,89,,69,127,100,100,,,100,100,,100,100,98,,90,100,,100,100,86,,,101,101,101
1633428900000,76,,66,,84,89,100,85,88,,88,77,,127,100,100,99,100,,100,100,,100,,89,91,,100,,100,,97,88,101,101,101
1633428960000,80,101,65,77,79,89,100,86,88,,,82,69,127,100,100,99,100,100,100,100,100,100,98,86,,100,100,100,100,87,97,87,101,,101
1633429020000,,101,66,75,81,87,100,,,,88,76,71,127,,100,100,100,100,100,100,100,,98,87,90,100,100,100,,86,98,88,,101,101
1633429080000,79,101,65,77,,86,100,84,87,,89,82,69,,100,,98,100,100,,100,100,100,98,88,90,100,100,100,100,86,96,85,101,101,
1633429140000,77,101,,,77,,,86,87,,89,,70,127,100,100,,,100,100,,100,100,98,,90,100,,100,100,85,,,101,101,101
1633429200000,79,101,65,77,82,86,100,84,87,,88,78,,127,100,100,100,100,,100,100,,100,,89,90,,100,,100,,97,91,101,101,101
1633429260000,83,,67,76,79,86,100,85,87,,,84,69,127,,100,100,100,100,100,100,100,100,98,89,,100,100,100,100,87,96,91,101,,101
1633429320000,,101,67,74,79,86,100,,,,,77,69,127,100,100,94,100,100,,100,100,,98,,90,100,100,100,,86,97,86,101,101,101
1633429380000,76,101,65,76,,,100,84,87,,,,70,,100,,,100,100,100,100,100,100,98,,90,100,100,100,100,82,97,91,,101,101
1633429440000,87,101,67,,79,87,,85,87,,,,70,127,100,100,94,,100,100,,100,100,,,90,100,,100,100,,,,101,101,
1633429500000,77,101,,74,78,90,100,85,88,,,,,127,100,100,94,100,,100,100,,100,98,,,,100,,100,86,97,87,101,101,101
1633429560000,86,,66,75,81,86,100,84,88,,,,69,127,,100,94,100,100,100,100,100,100,98,,,100,100,100,100,88,96,87,101,101,101
1633429620000,,101,67,76,,87,100,,,,,,71,127,100,,95,100,100,,100,100,,98,,90,100,100,100,,86,96,87,101,,101
1633429680000,79,101,67,77,82,,100,87,88,,88,78,69,,100,100,94,100,100,100,100,100,99,98,,,100,100,100,100,85,97,,,101,101
1633429740000,82,101,66,,80,85,,84,88,,89,76,73,127,100,100,,,100,100,,,100,,,90,100,,100,100,,,87,101,101,
1633429800000,79,101,,75,80,86,100,85,88,,,83,,127,100,100,96,100,,100,100,100,100,98,,90,,100,,100,86,97,86,101,101,101
1633429860000,85,101,68,76,79,86,100,86,,,88,,70,127,,100,96,100,100,100,100,100,,98,,91,100,100,100,100,87,97,90,101,101,101
1633429920000,,,68,78,,87,100,,88,,91,86,71,127,100,,97,100,100,,100,100,100,98,,,100,100,100,,84,96,88,101,,101
1633429980000,79,101,66,75,80,,100,86,88,,88,80,74,,100,100,,100,100,100,100,100,100,98,,90,100,,100,100,86,97,,101,101,101
1633430040000,87,101,66,,88,86,,85,88,,90,81,70,127,100,100,96,,100,100,,,100,,,92,100,100,100,100,,,87,,101,101
1633430100000,78,101,,76,77,85,100,85,88,,,83,,127,100,100,96,100,,100,100,100,100,98,,90,,100,,100,86,96,87,101,101,
1633430160000,80,101,68,75,82,84,100,86,,,89,,73,127,,100,95,100,100,100,100,100,,98,,93,100,100,100,100,86,97,85,101,101,101
1633430220000,,101,65,79,,85,100,,87,,92,82,70,127,100,,99,100,100,,100,100,100,98,,,100,100,100,,86,96,88,101,101,101
1633430280000,77,,67,76,77,,,87,87,,90,79,73,,100,100,,100,100,100,100,100,98,97,,90,100,,100,100,85,,,101,,101
1633430340000,80,101,69,,81,87,100,86,87,,90,84,72,127,100,100,98,,100,100,,,99,,,92,100,100,100,100,,98,89,101,101,101
1633430400000,78,101,,77,81,86,100,85,86,,,,,127,100,100,96,100,,100,100,100,100,97,,90,,100,,100,86,97,86,,101,101
1633430460000,,101,66,76,,86,100,86,,,89,79,71,127,,100,95,100,100,100,100,100,,97,,92,100,100,100,100,87,96,88,101,101,
1633430520000,77,101,68,78,83,86,100,,87,,89,81,70,127,100,,98,100,100,,100,100,99,98,,,100,100,100,,85,97,90,101,101,101
1633430580000,75,,66,78,77,,,85,86,,89,79,70,,100,100,98,100,100,100,100,100,99,98,,90,100,,100,100,86,,,101,101,101
1633430640000,81,101,70,,81,89,100,86,86,,88,80,,127,100,100,,,100,100,,,100,,,92,,100,,100,,97,88,101,,101
1633430700000,77,101,,78,78,86,100,84,86,,,,68,127,100,100,98,100,,100,100,100,99,98,,90,100,100,100,100,87,96,88,101,101,101
1633430760000,,101,65,76,,87,100,86,,,88,79,68,127,,100,96,100,100,100,100,100,,97,,92,100,100,100,100,85,97,89,,101,
1633430820000,77,101,67,78,87,86,100,,86,,89,79,70,127,100,,96,100,100,,100,100,100,98,,,100,100,100,,84,97,88,101,101,101
1633430880000,78,101,65,,79,,,86,86,,90,81,69,127,100,100,96,100,100,100,100,100,100,97,,90,100,,100,100,,,,101,101,101
1633430940000,79,,68,76,79,89,100,86,86,,,80,,,100,100,,,100,100,,,99,,,92,,100,,100,88,96,90,101,,101
1633431000000,77,101,,78,82,87,100,70,86,,88,,70,127,100,100,97,100,,100,100,100,99,97,,90,100,100,100,100,85,97,91,101,101,101
1633431060000,,101,64,76,,87,100,,,,88,79,68,127,,100,97,100,92,100,100,100,,97,,93,100,100,100,,87,97,87,,101,101
1633431120000,76,101,68,78,79,86,100,69,86,,88,80,68,127,100,,98,100,92,,100,100,99,97,,,100,100,100,100,86,,,101,101,
1633431180000,78,101,66,,89,,,70,86,,90,79,67,127,100,100,,100,92,100,100,100,100,97,,90,100,,100,100,,97,91,101,101,101
1633431240000,76,101,66,76,79,87,100,71,86,,,79,,,100,100,96,,92,100,,,98,,,92,,100,,100,86,98,89,101,101,101
1633431300000,82,,,77,,86,100,70,86,,89,,69,127,100,100,96,100,,100,100,100,99,98,,90,100,100,100,100,86,96,88,101,,101
1633431360000,,101,67,75,79,87,100,,,,90,80,67,127,,100,98,100,91,100,100,100,,97,,92,100,100,100,,87,96,88,101,101,101
1633431420000,78,101,66,76,80,87,100,69,86,,92,79,69,127,100,,96,100,92,,100,100,99,98,,,100,100,100,100,87,,,,101,101
1633431480000,79,101,67,,81,,,70,86,,89,80,71,127,100,100,,100,91,100,100,100,99,97,,90,100,,100,100,,97,88,101,101,
1633431540000,79,101,65,75,81,86,100,70,86,,,79,,,100,100,97,,93,100,,,99,,,91,,100,,100,86,97,87,101,101,101
1633431600000,77,,,77,,87,100,70,86,,92,,69,127,100,100,99,100,,100,100,100,99,98,,91,100,100,100,100,87,97,88,101,101,101
1633431660000,,101,65,75,84,87,100,,,,88,78,69,127,,100,98,100,92,100,100,100,,97,,92,100,100,100,,86,97,89,101,,101
1633431720000,78,101,66,77,80,87,,71,86,,92,79,68,127,100,,97,100,92,,100,100,99,97,,,100,100,100,100,88,,,101,101,101
1633431780000,76,101,65,,79,,100,69,86,,88,80,69,127,100,100,,,91,100,100,100,99,,,90,100,,100,100,,98,91,,101,
1633431840000,77,101,67,82,,87,100,71,86,,,81,,,100,100,97,100,93,100,,,99,97,,91,,100,,100,85,96,86,101,101,101
1633431900000,78,,,76,,86,100,71,,,,,67,,,,,,,100,100,,99,97,,,,100,,100,88,97,,101,101,101
1633431960000,,,66,81,81,87,100,,,,,,67,127,,100,,100,91,100,100,100,,97,,93,100,100,100,,85,97,,101,,101
1633432020000,82,101,65,77,80,,,70,86,,91,78,69,127,100,,96,100,91,,100,100,99,97,,,100,100,100,100,85,,88,101,101,101
1633432080000,77,101,67,,78,87,100,68,86,,90,76,69,127,100,100,,,91,100,100,100,99,,,91,100,,100,100,,96,90,,101,101
1633432140000,77,101,66,81,,86,100,70,86,,,78,,,100,100,97,100,,100,,,99,97,,91,,100,,100,83,96,87,101,101,
1633432200000,,101,,76,79,84,100,67,86,,92,,70,127,100,100,96,100,90,100,100,100,100,98,,90,100,100,100,100,83,96,89,101,101,101
1633432260000,81,101,66,78,79,87,100,,,,89,81,69,127,,100,95,100,91,100,100,100,,97,,92,100,100,100,,85,97,,101,101,101
1633432320000,79,,65,78,85,,,69,86,,90,78,68,127,100,,97,100,91,,100,100,99,98,,,100,,100,100,86,,87,101,,101
1633432380000,77,101,67,,,88,100,66,86,,89,80,69,127,100,100,,,93,100,,100,99,,,91,100,100,100,100,,98,88,101,101,101
1633432440000,76,101,66,76,81,85,100,69,86,,,,,127,100,100,96,100,,100,100,,99,97,,91,,100,,100,86,95,87,,101,101
1633432500000,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,
1633432560000,76,101,69,75,78,88,100,,,,92,78,66,127,,100,97,100,93,,100,100,,97,,92,100,100,100,,84,,,101,101,101
1633432620000,77,,65,75,80,,,67,86,,89,78,68,127,100,,97,100,92,100,100,100,99,98,,,100,,100,100,84,96,88,101,101,101
1633432680000,86,101,67,,,92,100,69,86,,90,80,,127,100,100,,,93,100,,100,99,,,90,100,100,100,100,,97,88,101,,101
1633432740000,79,101,66,76,85,84,100,68,86,,,,67,127,100,100,99,100,,100,100,,99,98,,92,,100,,100,85,96,86,101,101,101
1633432800000,,101,,76,82,91,100,69,86,,89,77,68,,100,100,94,100,91,100,100,100,,97,,90,100,100,100,100,84,98,88,,101,101
1633432860000,85,101,68,75,79,88,100,,,,91,80,70,127,,100,97,100,92,,100,100,99,98,,91,100,100,100,,84,,,101,101,
1633432920000,77,101,65,80,,,,68,86,,90,78,68,127,100,,96,100,91,100,100,100,99,98,,,100,,100,100,,95,87,101,101,101
1633432980000,87,,65,,81,92,100,75,86,,91,79,,127,100,100,,,91,100,,100,99,,,91,100,100,100,100,84,97,86,101,,101
1633433040000,78,101,67,76,79,86,100,68,87,,,,66,127,100,100,95,100,,100,100,,99,97,,91,,100,,100,83,97,89,101,101,101
1633433100000,,101,,77,79,87,100,73,86,,89,85,67,,100,100,98,100,92,100,100,100,,98,,90,100,100,100,100,85,97,87,,101,101
1633433160000,89,101,66,75,79,89,100,,,,90,78,69,127,,100,96,100,91,,100,100,99,97,,92,100,100,100,,84,,,101,101,
1633433220000,78,101,65,,,,,68,86,,90,81,68,127,100,,97,100,91,100,100,100,99,98,,,100,,100,100,,97,91,101,101,101
1633433280000,84,101,66,77,81,89,100,72,86,,,78,,127,100,100,,,92,100,,100,100,,,91,,100,100,100,85,97,86,101,101,101
1633433340000,77,,65,77,80,86,100,68,86,,90,,68,127,100,100,97,100,,100,100,,100,97,,93,100,100,,100,87,96,90,101,,101
1633433400000,,101,,75,80,87,100,,86,,89,84,66,,100,100,97,100,91,100,100,100,,98,,90,100,100,100,100,85,97,88,101,101,101
1633433460000,80,101,67,76,88,85,100,70,,,89,81,68,127,,100,97,100,,,100,100,99,97,,91,100,100,100,,87,,,,101,101
1633433520000,77,101,67,,,,,,86,,91,80,68,127,100,,99,100,,100,100,100,100,98,,,100,,100,100,,97,90,101,101,
1633433580000,81,2,65,73,80,88,100,,86,,,80,,127,100,100,,,,100,,100,100,,,91,,100,,100,84,97,89,101,,101
1633433640000,,2,65,74,79,87,100,,86,,90,,70,127,100,100,96,100,,100,100,,100,96,,92,100,100,100,100,88,96,91,101,101,101
1633433700000,78,,65,74,78,85,100,,,,89,83,68,,100,100,96,100,,100,100,100,,97,,90,100,100,100,,84,,,101,101,101
1633433760000,82,101,,,,,,,87,,94,78,66,127,,,94,100,,,100,100,98,98,,,100,,100,100,,97,86,101,101,
1633433820000,76,101,68,74,79,86,100,,86,,,77,,127,100,100,,,,100,,100,99,,,90,,100,,100,83,96,86,,101,101
1633433880000,88,101,67,79,87,85,100,74,87,,89,,68,127,100,100,97,100,91,100,100,,99,97,,90,100,100,100,100,82,96,86,101,,101
1633433940000,,101,66,82,86,90,100,70,87,,93,84,71,127,100,100,97,100,90,100,100,100,,98,,90,100,100,100,100,86,,,101,101,101
1633434000000,75,,68,86,,,100,,,,93,80,72,,,100,99,100,91,,100,100,100,98,,,100,100,100,,82,96,88,101,101,101
1633434060000,78,101,,,89,95,,88,87,,90,81,70,127,100,,98,100,,100,100,100,100,98,,91,100,,100,100,,96,87,101,101,101
1633434120000,86,101,65,77,79,92,100,83,87,,,77,,127,100,100,,,92,100,,100,100,,,90,,100,,100,82,96,88,101,101,
1633434180000,80,101,68,77,82,87,100,77,87,,91,,70,127,100,100,98,100,92,100,100,,100,98,,91,100,100,100,100,81,96,87,,101,101
1633434240000,,101,65,75,79,86,100,,87,,89,84,73,127,100,100,98,100,91,100,100,100,,98,,90,100,100,100,100,83,,,101,,101
1633434300000,81,101,67,77,,,100,83,,,89,78,69,,,100,98,100,,,100,100,100,98,,,100,100,100,,86,97,89,101,101,101
1633434360000,77,,,,78,85,,80,86,,89,81,73,127,100,,,100,92,100,100,100,100,98,,92,100,,100,100,,96,91,101,101,101
1633434420000,78,101,66,77,81,85,100,74,87,,,78,,127,100,100,96,,93,100,,100,100,,,92,,100,,100,82,98,87,101,101,101
1633434480000,76,101,65,76,77,86,100,79,87,,91,,70,127,100,100,99,100,91,100,100,,100,98,,92,100,100,100,100,84,97,90,,101,
1633434540000,,101,67,78,81,86,100,,86,,89,80,71,127,100,100,98,100,93,100,100,100,,98,,91,100,100,100,,81,,,101,101,101
1633434600000,76,101,67,78,,,100,,,,90,78,69,,,100,99,100,,,100,100,99,98,,,100,100,100,100,83,96,87,101,,101
1633434660000,77,,,,85,87,,,87,,,85,71,127,100,,,,,100,100,100,99,98,,92,,,100,100,,96,90,101,101,101
1633434720000,76,101,67,77,77,86,100,,86,,90,,,127,100,100,98,100,,100,,,100,,,91,100,100,,100,77,97,86,101,101,101
1633434780000,75,101,68,75,78,85,100,,86,,88,78,70,127,100,100,97,100,,100,100,100,100,98,,90,100,100,100,100,80,,,101,101,
1633434840000,,101,66,75,,,100,72,,,88,79,68,127,100,100,99,100,90,100,100,100,,98,,90,100,100,100,,81,95,86,,101,101
1633434900000,77,101,69,,78,85,,88,86,,87,87,69,127,,,98,100,90,,100,100,100,98,,,100,100,100,100,,96,86,101,,101
1633434960000,77,,,74,85,85,100,85,87,,,87,,,100,100,,,,100,,100,99,,,91,,,,100,80,96,88,101,101,101
1633435020000,85,101,67,75,79,86,100,,87,,88,,73,127,100,100,98,100,90,100,100,,99,98,,90,100,100,100,100,85,98,91,101,101,101
1633435080000,86,101,70,77,80,88,100,86,87,,88,80,70,127,100,100,99,100,90,100,100,100,99,98,,92,100,100,100,100,84,,,101,101,
1633435140000,,101,66,76,,,100,83,,,90,80,72,127,100,100,98,100,90,,100,100,,98,,90,100,100,100,,80,97,87,101,101,101
1633435200000,77,101,66,,83,85,,72,87,,89,78,70,127,,,,100,90,100,100,100,98,97,,,100,100,100,100,,98,90,,,101
1633435260000,76,101,,75,82,87,100,,87,,,81,,,100,100,98,,,100,,100,99,,,91,,,,100,82,97,90,101,101,101
1633435320000,77,,67,76,86,87,100,,87,,88,,74,127,100,100,96,100,,100,100,,99,96,,90,100,100,100,100,87,96,86,101,101,101
1633435380000,76,101,67,73,,,100,,87,,89,79,69,127,100,100,96,100,,100,100,100,99,97,,92,100,100,100,,81,,,101,101,
1633435440000,,2,65,73,78,91,100,,,,88,82,68,127,,,99,100,,,100,100,,96,,,100,100,,100,85,98,87,101,,101
1633435500000,82,101,65,,79,86,,,87,,,78,,127,100,100,,,,100,,100,99,,,89,,,100,100,,97,91,,101,101
1633435560000,76,101,,75,78,86,100,,87,,90,,69,,100,100,96,100,,100,100,,100,98,,90,100,100,100,100,87,97,85,101,101,101
1633435620000,76,,65,74,,87,100,,87,,89,77,68,127,100,100,97,100,,100,100,100,99,97,,92,100,100,100,100,84,,,101,101,101
1633435680000,,101,65,73,79,,100,66,,,90,77,69,127,,,95,100,91,,100,100,,97,,93,100,100,,,83,97,87,101,101,
1633435740000,81,101,71,,89,84,,66,86,,89,79,70,127,100,100,,100,92,100,100,100,100,98,,,100,100,100,100,,96,86,101,,101
1633435800000,85,101,70,74,86,90,100,67,87,,,79,,127,100,100,97,,90,100,,100,99,,,92,,,100,100,81,98,93,101,101,101
1633435860000,85,101,,79,,85,100,,86,,93,,70,,100,100,96,100,,100,100,,100,98,,91,100,100,100,100,87,96,86,,101,101
1633435920000,86,101,67,74,91,,100,71,86,,92,78,68,127,100,100,96,100,90,100,100,100,99,98,,91,100,100,100,100,82,,,101,101,101
1633435980000,,,66,76,79,87,100,68,,,89,80,71,127,,,98,100,93,,100,100,,98,,90,100,100,,,85,98,86,101,101,
1633436040000,75,,66,,85,84,,68,86,,90,83,70,127,100,100,,100,94,100,100,100,99,98,,,100,,100,100,,97,88,101,,101
1633436100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633436160000,80,101,68,75,,86,100,71,87,,91,,70,127,100,100,95,100,90,100,100,,100,98,,93,100,100,100,100,86,,,101,101,101
1633436220000,81,101,,76,82,,100,71,86,,90,78,69,,100,100,95,100,90,100,100,100,100,98,,91,100,100,100,100,84,96,88,,101,101
1633436280000,,,68,75,80,87,100,67,,,89,78,70,127,,,96,100,90,,100,100,,98,,91,100,100,,,84,97,88,101,101,101
1633436340000,78,101,65,,81,87,,68,86,,90,83,69,127,100,100,,,90,100,100,100,100,98,,,100,,100,100,,97,88,101,101,
1633436400000,86,101,67,77,,85,100,,86,,,80,,127,100,100,97,100,,100,,100,99,,,92,,100,100,100,84,97,90,101,,101
1633436460000,78,101,66,75,79,89,100,72,86,,90,,71,127,100,100,99,100,90,100,100,,99,98,,92,100,100,100,100,85,,,101,101,101
1633436520000,81,101,,76,85,,100,69,87,,90,78,71,,100,100,96,100,90,100,100,100,99,97,,90,100,100,100,100,84,97,88,101,101,101
1633436580000,,101,66,76,78,90,100,67,,,89,81,73,127,,,96,100,89,,100,100,,98,,,100,100,,,84,97,87,,101,101
1633436640000,77,,68,,84,85,,79,86,,,85,70,127,100,100,,,,100,100,100,99,97,,91,100,,100,100,,98,91,101,101,101
1633436700000,79,101,66,75,,91,100,,86,,90,79,,127,100,100,95,100,89,100,,100,99,,,92,,100,100,100,85,97,88,101,101,
1633436760000,80,101,67,75,79,,100,67,86,,89,,69,127,100,100,95,100,90,100,100,,99,98,,90,100,100,100,100,84,,,101,,101
1633436820000,78,101,,74,86,86,100,74,86,,91,79,69,,100,100,97,100,90,100,100,100,99,98,,91,100,100,100,,84,96,88,101,101,101
1633436880000,,101,66,76,80,87,100,68,,,89,78,71,127,,,99,100,90,,100,100,,98,,,100,100,,100,86,97,87,,101,101
1633436940000,78,101,67,,,86,,75,86,,89,84,,127,100,100,,,,100,100,100,99,98,,90,100,,100,100,,97,89,101,101,101
1633437000000,76,,67,76,81,87,100,,87,,,80,70,127,100,100,97,100,90,100,,100,99,,,90,,100,100,100,84,97,88,101,101,
1633437060000,77,101,67,75,79,,100,73,86,,91,,70,127,100,100,97,100,90,100,100,,99,98,,91,100,100,100,100,83,,,101,,101
1633437120000,,101,,77,83,86,100,72,87,,89,81,71,,100,100,97,100,90,100,100,100,99,98,,91,100,100,100,,84,96,88,101,101,101
1633437180000,77,101,66,,80,88,100,72,,,90,80,69,127,,,96,100,90,,100,100,,98,,,100,100,,100,86,97,88,101,101,101
1633437240000,81,101,66,78,,84,,71,87,,90,82,,127,100,100,,,,100,,100,100,98,,90,,,100,100,,97,90,,101,101
1633437300000,77,,65,76,81,86,100,,87,,,80,70,127,100,100,96,100,90,100,100,100,100,,,90,100,100,100,100,83,95,86,101,101,101
1633437360000,76,101,69,75,79,,100,71,87,,90,,70,127,100,100,97,100,89,100,100,,100,97,,90,100,100,100,100,83,,,101,101,
1633437420000,,101,,75,80,85,100,73,,,90,79,70,,100,100,96,100,90,100,100,100,99,97,,91,100,100,100,,83,96,89,101,,101
1633437480000,84,101,69,,82,85,100,72,87,,90,82,73,127,,,97,100,90,,100,100,,98,,,100,100,,100,85,97,87,101,101,101
1633437540000,76,101,67,77,,88,,72,87,,,81,,127,100,100,,,,100,,100,99,98,,91,,,100,100,,96,88,101,101,101
1633437600000,77,101,67,75,79,87,100,,86,,92,87,70,127,100,100,97,100,90,100,100,100,99,,,90,100,100,100,100,86,,88,,101,101
1633437660000,79,,66,77,80,,100,68,86,,88,,72,127,100,100,97,100,89,100,100,,99,98,,91,100,100,100,100,84,97,,101,101,101
1633437720000,,101,,73,87,88,100,70,,,90,80,70,,100,100,96,100,90,100,100,100,100,97,,90,100,100,100,,84,97,89,101,101,
1633437780000,77,101,68,,,86,100,69,87,,88,85,71,127,,,97,100,,,100,100,,98,,,100,100,,100,87,97,87,101,,101
1633437840000,77,101,67,76,83,92,,71,86,,,80,,127,100,100,,,90,100,,100,99,97,,91,,,100,100,,96,92,101,101,101
1633437900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633437960000,78,101,69,77,84,,100,70,86,,88,,70,127,100,100,97,100,90,100,100,,99,98,,90,100,100,100,100,84,96,89,101,101,101
1633438020000,,,,79,81,87,100,72,,,90,79,73,,100,100,96,100,90,,100,100,99,98,,91,100,100,100,,87,97,88,101,101,101
1633438080000,77,101,66,,,85,,68,87,,88,80,72,127,,,97,100,,100,100,100,,97,,,100,100,,100,,96,85,101,,
1633438140000,78,101,69,75,79,87,100,,86,,,80,,127,100,100,,,90,100,,100,99,,,90,,,100,100,87,95,87,101,101,101
1633438200000,75,101,70,78,78,87,100,72,87,,90,,71,127,100,100,98,100,90,100,100,100,100,98,,91,100,100,100,100,84,,,101,101,101
1633438260000,79,101,69,75,81,,100,68,87,,89,81,74,127,100,100,96,100,90,100,100,,100,98,,91,100,100,100,100,84,95,86,,101,101
1633438320000,,,,80,,85,100,70,,,88,80,72,127,100,100,95,100,90,,100,100,99,98,,91,100,100,100,,84,96,88,101,101,101
1633438380000,78,101,68,,81,87,,69,87,,89,83,70,,,,96,100,,100,100,100,,98,,,100,100,,100,,96,89,101,101,
1633438440000,78,101,72,76,82,86,100,,86,,,80,,127,100,100,,,90,100,,100,99,,,90,,,100,100,86,97,88,101,,101
1633438500000,77,101,68,77,80,,100,69,87,,89,,71,127,100,100,95,100,90,100,100,100,99,97,,90,100,100,100,100,83,,,101,101,101
1633438560000,76,101,71,75,83,86,100,68,86,,89,83,70,127,100,100,99,100,90,100,100,,99,98,,91,100,100,100,100,85,96,89,101,101,101
1633438620000,,101,67,78,,87,100,71,,,88,79,68,127,100,100,96,100,,,100,100,99,98,,91,100,100,100,,86,97,87,,101,101
1633438680000,80,,,,83,84,,68,87,,90,81,69,,,,98,100,90,100,100,100,,98,,,100,100,,100,,96,86,101,101,101
1633438740000,78,101,69,76,81,87,100,,86,,,79,,127,100,100,,,90,100,,100,99,,,90,,,100,100,84,,,101,101,
1633438800000,77,101,68,75,81,,100,70,86,,90,,70,127,100,100,94,100,90,100,100,100,99,98,,90,100,100,100,100,84,97,88,101,,101
1633438860000,77,101,67,75,,91,100,69,87,,89,83,70,127,100,100,96,100,91,100,100,,99,98,,90,100,100,100,100,83,96,92,101,101,101
1633438920000,,101,67,80,88,85,100,69,,,88,80,70,127,100,,95,100,,,100,100,99,98,,90,100,100,100,,83,95,85,,101,101
1633438980000,77,101,,,84,85,,69,87,,89,81,70,,,100,,100,90,100,100,100,,98,,,100,100,,100,,97,89,101,101,101
1633439040000,80,,67,75,79,86,100,,87,,,79,,127,100,100,96,,89,100,,100,98,,,90,,,100,100,84,,,101,101,101
1633439100000,79,101,67,76,81,,100,70,87,,89,,73,127,100,100,96,100,92,100,100,100,99,98,,90,100,100,100,100,81,95,87,101,,
1633439160000,76,101,68,76,,85,100,69,87,,90,80,70,127,100,100,95,100,,100,100,,99,98,,91,100,100,100,100,87,97,88,101,101,101
1633439220000,,101,66,76,85,87,100,71,,,89,78,70,127,100,,95,100,90,,100,100,100,98,,90,100,100,100,,83,97,88,101,101,101
1633439280000,82,101,,,79,87,,72,87,,88,79,69,,,100,,,90,100,100,100,,98,,,100,100,,100,,96,88,,101,101
1633439340000,77,,69,82,81,86,100,,87,,,79,,127,100,100,95,100,94,100,,100,99,,,91,,,100,100,85,,,101,101,101
1633439400000,80,101,68,75,81,,100,68,87,,88,,71,127,100,100,95,100,90,100,100,100,99,98,,90,100,100,100,100,84,97,89,101,101,
1633439460000,,101,65,78,,88,100,71,86,,90,81,69,127,100,100,95,100,,100,100,,99,98,,91,100,100,100,100,85,96,86,101,,101
1633439520000,80,101,70,,85,88,100,68,,,88,83,71,127,100,,94,100,89,,100,100,99,98,,90,100,100,100,,84,96,89,101,101,101
1633439580000,78,101,,75,79,88,,68,87,,89,80,72,127,,100,,,90,100,100,100,,98,,,100,100,,100,,97,88,101,101,101
1633439640000,87,101,68,75,79,87,100,,86,,,79,,,100,100,95,100,92,100,,100,100,,,91,,,100,100,84,,,,101,101
1633439700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633439760000,,101,68,77,77,86,100,69,87,,88,80,70,127,100,100,94,100,90,100,100,,100,98,,90,100,100,100,100,86,97,89,101,101,
1633439820000,83,101,68,,78,85,100,67,,,90,77,67,127,,,94,100,91,,100,100,100,98,,93,100,100,100,,,96,88,101,,101
