Time,controller_network_packet_loss.mean {controllerid: 2828},controller_network_packet_loss.mean {controllerid: 2830},controller_network_packet_loss.mean {controllerid: 2831},controller_network_packet_loss.mean {controllerid: 2832},controller_network_packet_loss.mean {controllerid: 2833},controller_network_packet_loss.mean {controllerid: 2834},controller_network_packet_loss.mean {controllerid: 2835},controller_network_packet_loss.mean {controllerid: 2836},controller_network_packet_loss.mean {controllerid: 2837},controller_network_packet_loss.mean {controllerid: 2838},controller_network_packet_loss.mean {controllerid: 2839},controller_network_packet_loss.mean {controllerid: 2840},controller_network_packet_loss.mean {controllerid: 2841},controller_network_packet_loss.mean {controllerid: 2842},controller_network_packet_loss.mean {controllerid: 2843},controller_network_packet_loss.mean {controllerid: 2844},controller_network_packet_loss.mean {controllerid: 2845},controller_network_packet_loss.mean {controllerid: 2846},controller_network_packet_loss.mean {controllerid: 2847},controller_network_packet_loss.mean {controllerid: 2848},controller_network_packet_loss.mean {controllerid: 2849},controller_network_packet_loss.mean {controllerid: 2850},controller_network_packet_loss.mean {controllerid: 2851},controller_network_packet_loss.mean {controllerid: 2852},controller_network_packet_loss.mean {controllerid: 2853},controller_network_packet_loss.mean {controllerid: 2854},controller_network_packet_loss.mean {controllerid: 2855},controller_network_packet_loss.mean {controllerid: 2856},controller_network_packet_loss.mean {controllerid: 2857},controller_network_packet_loss.mean {controllerid: 2858},controller_network_packet_loss.mean {controllerid: 2859},controller_network_packet_loss.mean {controllerid: 2860},controller_network_packet_loss.mean {controllerid: 2861},controller_network_packet_loss.mean {controllerid: 4416},controller_network_packet_loss.mean {controllerid: 8083},controller_network_packet_loss.mean {controllerid: 8084}
1633357380000,0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,,0,,0,,,0,0,,0,0,,0,0,0,0,0
1633357440000,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,,
1633357500000,0,0,,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0
1633357560000,0,0,0,,0,,0,0,,0,0,,0,0,,0,,0,,0,0,,0,0,0,,0,,,,0,,0,,0,0
1633357620000,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
1633357680000,0,0,0,0,,0,,,0,0,0,,,,0,0,0,0,0,0,0,,0,,0,0,0,,0,0,,0,0,0,0,0
1633357740000,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,0,0,0,,0,0,
1633357800000,0,0,,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0
1633357860000,0,0,0,,0,,0,0,,0,0,,0,0,,0,,0,,0,0,,0,0,0,,0,,,,0,,0,,0,0
1633357920000,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
1633357980000,0,,0,0,0,0,,,0,0,0,,,,0,0,0,0,0,0,0,,0,,0,0,0,,0,0,,0,0,0,0,0
1633358040000,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,,,,0,0,0,,,0,0,0,0,,0,0,0
1633358100000,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,,
1633358160000,0,0,0,,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0,,,,0,0,0,0,0,0
1633358220000,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,0,,0,0,,0,0
1633358280000,0,,0,0,0,0,,,0,0,0,,,,0,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,0,0
1633358340000,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,,,,0,0,0,,,0,0,0,0,0,0,0,0
1633358400000,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0
1633358460000,0,0,0,,,,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0,,,,0,0,0,0,,
1633358520000,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,0,,0,0,0,0,0
1633358580000,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,,0,0
1633358640000,0,,0,0,0,0,0,0,0,0,,,0,,0,,0,0,0,0,,,,0,0,0,,,0,0,0,0,0,0,0,0
1633358700000,0,0,,0,0,0,0,0,,,0,,0,0,0,0,,,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0
1633358760000,,0,0,,,,0,0,0,0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0,,,,0,0,0,0,0,0
1633358820000,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,0,,0,0,0,,
1633358880000,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,,,0,,0,0,0,,0,0,0,0,,0,0,0
1633358940000,0,0,0,0,0,0,0,0,0,0,,,0,,0,,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,,0,0
1633359000000,0,,,,0,0,0,0,,,0,,0,0,0,0,,,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0
1633359060000,,0,0,0,,,0,0,0,0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0,,,,0,0,0,0,0,0
1633359120000,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,0,,0,0,0,,
1633359180000,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,,,0,,0,0,0,,0,0,0,0,,0,0,0
1633359240000,0,0,0,0,0,0,0,0,0,0,,,0,,0,,0,0,0,0,0,,,0,0,0,,,0,0,0,,0,,0,0
1633359300000,0,,,,0,,0,0,,,0,,0,0,0,0,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0
1633359360000,,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0,,,,0,0,0,0,0,0
1633359420000,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,,0,,,0,0,,0,0,,0,0,0,0,0
1633359480000,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,
1633359540000,0,0,0,0,0,0,0,0,0,0,,,0,,0,,0,,0,0,0,,,0,0,0,,,0,0,0,,0,0,0,0
1633359600000,0,0,,,,,0,0,,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,,,0,0,0,,0,0
1633359660000,,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0
1633359720000,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,,0,,,0,0,,0,0,,0,0,0,0,0
1633359780000,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,0,0
1633359840000,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,,0,0,0,,,0,0,0,,,0,0,0,,0,0,,
1633359900000,0,0,0,,,,0,0,,,0,,0,,0,0,,0,0,0,0,,0,0,0,,0,,,,0,0,0,0,0,0
1633359960000,,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0
1633360020000,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,,0,,,0,0,,0,0,,0,0,0,0,0
1633360080000,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,0,0,0
1633360140000,0,0,0,0,,0,0,0,0,0,,,0,0,0,,0,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,,
1633360200000,,0,0,,0,,0,0,,,0,,0,,0,0,,0,0,0,0,,0,0,0,,0,,,,0,0,0,0,0,0
1633360260000,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0
1633360320000,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,,0,,,0,0,,0,0,,0,,0,0,0
1633360380000,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0
1633360440000,0,0,0,0,,0,0,0,0,0,,,0,0,0,,,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0
1633360500000,,0,0,,0,,0,0,,,0,,0,,0,0,0,0,0,0,0,,0,0,0,,0,,,,0,0,0,0,,
1633360560000,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0
1633360620000,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,,0,,,0,0,,0,0,,0,,,0,0
1633360680000,0,,0,0,,0,,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0
1633360740000,0,0,0,0,0,,0,0,0,,,,0,0,0,,,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0
1633360800000,,0,0,,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,,0,,,,0,0,0,0,0,0
1633360860000,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,
1633360920000,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,,0,,,0,0,,0,0,,0,,0,0,0
1633360980000,0,0,0,0,,0,,0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,,0,0
1633361040000,0,,0,0,0,,0,0,0,,,,0,0,0,,,,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0
1633361100000,,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,,0,0,0,0,0,0
1633361160000,0,0,,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,0,,
1633361220000,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,,0,0,0
1633361280000,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,,0,0,0,0
1633361340000,0,,0,0,0,,0,0,0,,,,0,0,0,,,,0,0,0,,,0,0,0,0,,0,0,0,0,0,,0,0
1633361400000,,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,,0,0,0,0,0,0
1633361460000,0,0,,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0
1633361520000,0,0,0,0,,0,0,,0,0,0,,,0,0,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,,0,,
1633361580000,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,,0,0,0,0
1633361640000,,0,0,0,0,,0,0,0,,,,0,0,0,,,,0,0,0,,,0,0,0,0,,0,0,0,0,0,,0,0
1633361700000,0,,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,,0,0,0,0,0,0
1633361760000,0,0,,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0
1633361820000,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,,0,0,0
1633361880000,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,,0,0,,
1633361940000,,0,0,0,0,,0,0,0,,,,0,0,0,,,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0
1633362000000,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,,0,0,0,,0,0
1633362060000,0,,,0,,0,0,0,0,0,0,,0,,,0,0,0,,0,0,,0,0,0,0,0,,0,0,,0,,0,0,0
1633362120000,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,,0,,0,,,0,0,,0,0,0,0,0,0,0,0
1633362180000,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,,0,0,0,
1633362240000,0,0,0,0,0,,0,0,0,,,,0,0,0,,,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0
1633362300000,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,0,0,0,,0,,,,0,0,0,0,0,0
1633362360000,0,,0,0,,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,,,0,0
1633362420000,0,0,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,,,,0,,,0,0,,0,0,0,0,0,0,0,0
1633362480000,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,,0,0,0,0
1633362540000,0,0,0,,0,0,0,0,0,,,,0,0,0,,,,0,0,0,,,0,0,,0,,0,0,0,0,0,0,,
1633362600000,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,0,0,0,0,0,,,,0,0,0,0,0,0
1633362660000,0,0,,0,,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,,,0,0
1633362720000,,,0,0,0,,,,0,0,0,,,0,0,0,0,0,0,,,,0,,,0,,,0,0,0,,0,0,0,0
1633362780000,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0
1633362840000,0,0,0,,0,0,0,0,,,0,,0,0,0,0,,0,0,0,0,,,0,0,,0,,,0,0,0,0,0,0,0
1633362900000,0,0,0,0,,20,0,0,0,0,0,,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,,,0,0,0,,
1633362960000,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,,,,0,0,,0,0,,0,0,0,0,,0,0,0
1633363020000,,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,,0,0
1633363080000,0,,0,0,0,0,0,0,0,0,,,0,0,0,,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0
1633363140000,0,0,0,,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,0,,0,,,0,0,0,0,0,0,0
1633363200000,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,,0,0,0,0,0,,0,,,0,,0,,
1633363260000,,0,,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,,,,0,,,0,0,,0,0,0,0,0,0,0,0
1633363320000,0,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,,0,0,0,0,,,0,0,0,,0,,0,0
1633363380000,0,,0,0,0,0,0,0,0,,,,0,0,0,0,,,0,0,0,,,0,0,0,0,,0,,0,0,0,0,0,0
1633363440000,0,0,0,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,0,0
1633363500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633363560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633363620000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633363680000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633363740000,,,,,,0,,,,,,,,,,,,,,0,0,,,0,,,,,,0,,,0,,0,
1633363800000,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,,0,0,,,0,0,,,,,0,
1633363860000,,0,,0,0,,,,0,0,0,,,0,0,0,0,0,0,,,,0,0,,0,0,,0,0,0,,0,0,0,
1633363920000,0,0,0,0,0,0,0,0,0,,,,0,,0,,0,,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,,0
1633363980000,0,0,0,,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,,,0,0,,0,,,,0,0,0,,0,0
1633364040000,0,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0
1633364100000,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,0,,,0,0,0,0
1633364160000,0,0,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,,,0,0,,0,,,0,0,0,0,0,0,0,
1633364220000,0,0,0,0,0,0,0,0,0,,,,0,,0,,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,,0
1633364280000,0,0,0,,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,,,0,0,0,0,,,,0,0,0,,0,0
1633364340000,0,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,,0,0,0,,0,0,,0,,0,0,0
1633364400000,,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,0
1633364460000,0,0,,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,,0,,,0,0,0,0,0,0,0,0
1633364520000,0,0,0,0,,0,0,0,,,,,0,,0,,0,,0,0,0,,,0,0,,0,,0,0,0,0,0,0,0,
1633364580000,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,0,0,0,0,0,,,,0,0,0,,,0
1633364640000,,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,,0,0,0,,0,0,,,,0,0,0
1633364700000,0,0,,0,0,,,,0,0,0,,,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0
1633364760000,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,,0,0,,0,,,0,0,0,0,0,0,0,0
1633364820000,0,0,0,0,,0,0,0,,0,,,0,,0,,0,,0,0,0,,,0,0,,0,,0,,0,0,0,0,0,
1633364880000,,0,0,,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,,0,,0,0,0,,,0,0,0,0,,,0
1633364940000,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,,,0,0,0
1633365000000,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0
1633365060000,0,0,0,0,,0,0,0,,,,,0,0,0,,0,0,0,0,0,,0,0,,,,,0,0,0,0,0,0,0,0
1633365120000,0,0,0,,0,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,,,0,0,0,0,,0,,0,0,0,0,0,0
1633365180000,,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,,,0,,0,,0,0,0,,,0,0,0,,,0,
1633365240000,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,-1,0,,0,0,,,0,0,,0
1633365300000,0,0,,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,,0,,,0,0,0,0,0,0,0,0
1633365360000,0,,0,0,,0,0,0,,,,,0,0,0,,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0
1633365420000,0,0,0,,0,0,0,0,0,0,0,,0,,,0,,0,,0,0,,,,0,0,0,,0,,0,0,,0,0,0
1633365480000,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,0,,0,0,0,0,0,,,0,0,,0,0,0,
1633365540000,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,,,0
1633365600000,0,0,,0,,0,,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,,,0,0,0,0,0,0,0,0
1633365660000,0,,0,0,0,0,0,0,,,0,,0,0,0,,0,,0,0,0,,0,,0,,0,,0,,0,0,0,0,0,0
1633365720000,,0,0,,0,0,0,0,0,0,0,,0,0,,0,,0,,0,0,,,0,0,0,0,,,0,0,,,0,0,0
1633365780000,0,0,0,0,0,,0,,0,0,0,,,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,
1633365840000,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,0,0,0,0,0
1633365900000,0,0,0,0,,0,0,0,,,,,0,0,0,,0,,0,0,0,,0,0,,,0,,0,0,0,0,0,,,0
1633365960000,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,,0,0,0,,0,,0,0,0,0,0,0
1633366020000,,,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,0,0,0,0,0,,,0,0,,,0,0,0
1633366080000,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0
1633366140000,0,0,,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,,0,,,0,0,0,0,0,0,0,
1633366200000,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,,,0
1633366260000,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,,0,0,0,,0,,0,0,0,0,0,0
1633366320000,,,0,0,0,0,0,,0,0,0,,0,0,0,0,,0,,,0,,0,0,0,0,0,,,0,0,,,0,0,0
1633366380000,0,0,0,0,0,,,0,0,0,0,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,0,0,0,0,0
1633366440000,0,0,,0,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,
1633366500000,0,0,0,0,0,0,0,0,,0,0,,0,0,,,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0
1633366560000,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,,,0,0,0,,0,,0,0,,0,,0
1633366620000,,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,,0,,0,0,0,0,0,,,0,0,,0,0,0,0
1633366680000,0,0,0,0,,,0,0,0,0,0,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,0,0,0,0,0
1633366740000,0,0,,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
1633366800000,0,0,0,,0,0,0,0,0,0,0,,0,0,,,0,,0,0,0,,0,0,0,,0,,0,,0,0,0,0,0,
1633366860000,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,,,0,0,0,,0,0,0,,,,0,0
1633366920000,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,,0,,0,0,0,0,0,,,0,,0,0,0,,0
1633366980000,0,,0,0,,,0,0,0,0,0,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0
1633367040000,0,0,,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,0,0,,,0,,0,0,0,0,0,0,0,0
1633367100000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
1633367160000,,,0,,,,,,,,0,,0,,,,,0,,,,,,,0,,,,0,,,,,,0,0
1633367220000,0,0,0,,,0,,,0,0,0,,0,0,0,0,,0,,,0,,0,0,0,,0,,,0,,0,,,,0
1633367280000,0,0,0,0,,,,0,0,0,0,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,,0,0,0,0,0
1633367340000,0,,,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,0,,0,0,,,0,,0,0,0,0,0,0,0,0
1633367400000,0,0,0,,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0
1633367460000,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,0,0,,,0,0,
1633367520000,0,0,0,0,,,,,0,0,0,,0,0,0,0,,0,0,,0,,0,0,0,0,0,,,0,,0,0,,0,0
1633367580000,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,0
1633367640000,0,,,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,0,,0,0,,,0,,0,0,0,0,0,0,0,0
1633367700000,0,0,0,,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0
1633367760000,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,,,0,0,0,0,,0,0,0,,,0,0,0
1633367820000,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,,0,,0,0,0,0,0,,,0,,0,0,0,0,
1633367880000,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,,0,0
1633367940000,0,0,,0,0,0,0,0,,,0,,0,,0,0,0,,0,0,0,,0,0,,,0,,0,0,0,0,0,0,,0
1633368000000,0,,0,,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,,0,0,0,,0,,0,,,0,0,0
1633368060000,,0,0,0,,0,0,,0,0,0,,0,0,0,0,,0,,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0
1633368120000,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,0,,0,0,0,0,,,,0,,0,0,0,0,
1633368180000,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,0,0
1633368240000,0,0,,0,0,0,0,0,,,0,,0,,0,0,0,,0,0,0,,0,0,,,0,,0,0,0,0,0,0,,0
1633368300000,,,0,,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,,0,0,0,,0,,0,,,0,0,0
1633368360000,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0
1633368420000,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,0,,0,0,0,0,,,,0,,0,0,0,0,0
1633368480000,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,,0,0,0,0,0,0,0,
1633368540000,0,0,,0,0,0,0,0,,,0,,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,,0,0
1633368600000,,0,0,,,0,0,0,0,0,0,,0,0,,,0,0,,0,0,,0,,0,0,0,,0,,0,,,0,,0
1633368660000,0,,0,0,0,0,,,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0
1633368720000,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,,,,0,0,0,0,,,,0,,0,0,0,0,0
1633368780000,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
1633368840000,0,0,0,0,0,0,0,0,,,0,,0,,0,,0,,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,
1633368900000,,0,,,,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,,0,,0,0,0,,0,,0,,,,0,0
1633368960000,0,0,0,0,0,,,,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0
1633369020000,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,0,0,0,0,,,,0,,0,0,0,0,0
